Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
AFESEJ,73.06,197.37,2.43,7.24,9.38,34.9,30.2,18.7,636.8,-2.5823,-1.5228,1.88,4.16,1.87,0.331,-0.4466,-0.7575,-0.4478,1.7047,2.794,2.0101,2.0848,28.9469,7.308,8.5332,8.3868,0.7871,0.6862,0,3.2119,4.161,1.4603,1.336,1.3647,6.5141,12.3858,4.1277,4.1543,4.1038,9.7691,1.9273,1.9536,1.9219,1.9994,1.9669,3.5204,4.8257,1.5431,1.7009,1.5817,0.4114,0.0969,0.0963,0.0796,0.0783,0.0602,3.5274,4.6444,1.5899,1.5131,1.5414,0.2761,0.0626,0.0369,0.0593,0.043,0.0742,27.5
AFEVIR,83.32,180.02,1.98,3.82,6.01,28,17.7,8.1,419.03,-2.1075,0.6062,1.96,2.12,1.91,0.2546,-0.4731,-0.8346,-0.6095,1.7582,2.7399,1.9636,1.924,28.9326,7.353,8.5261,8.4837,0.6983,0.5797,0.3137,3.2155,4.1824,1.3368,1.3399,1.5056,6.4783,12.4725,4.1894,4.1708,4.1123,9.7946,1.9425,1.9367,1.9544,1.971,1.99,3.5517,4.883,1.6782,1.4625,1.7423,0.3999,0.1099,0.0466,0.0829,0.0738,0.0866,3.5307,4.7347,1.5401,1.6423,1.5524,0.3441,0.088,0.0522,0.0539,0.0901,0.0598,24
AFEWIS,81.64,235.15,1.75,7.54,8.33,37.8,26.2,15.5,557.33,-3.1672,-2.5228,2,2.04,1.86,0.3347,-0.4121,-0.5943,-0.0593,2.051,2.8466,2.0666,3.1482,28.8037,7.3607,8.5324,7.038,0.8112,0.4246,0.5098,3.2101,4.1278,1.2533,1.3117,1.5627,6.3907,12.4938,4.1552,4.1994,4.1392,9.7807,1.9079,1.9633,1.9691,1.9841,1.9563,3.5184,4.6873,1.5207,1.5443,1.6223,0.3886,0.0783,0.0651,0.0928,0.0615,0.091,3.1622,3.781,1.2527,1.3958,1.1324,0.1161,0.0135,0.0284,0.0217,0.0193,0.0333,14.8
AFEWOY,79.98,241.63,1.82,6.85,8.42,38.8,28.5,16.3,557.37,-3.0574,-2.4605,2.05,2.03,1.87,0.3743,-0.3943,-0.6193,-0.0499,2.0456,2.8576,2.0308,3.1441,28.8495,7.3241,8.5325,6.9913,0.8214,0.4096,0.5256,3.2144,4.1057,1.2521,1.2961,1.5574,6.3908,12.4637,4.1397,4.1954,4.1286,9.7713,1.9039,1.9638,1.9739,1.9781,1.9515,3.5292,4.7031,1.5298,1.5524,1.6208,0.387,0.0745,0.0643,0.0954,0.0617,0.0911,3.1463,3.7871,1.2478,1.4055,1.1338,0.1165,0.0138,0.028,0.0226,0.0188,0.0333,15.1
AFIDOK,86.72,182.7,2.6,7.08,12.17,30,21.5,14.7,670.58,-2.1306,0.0145,2.02,2.07,1.91,0.2616,-0.4729,-0.8801,-0.8877,1.8093,2.7305,1.8888,1.8545,28.9377,7.3646,8.5281,8.5725,0.6915,0.5227,0.4206,3.2168,4.1803,1.4322,1.3372,1.411,6.4536,12.4771,4.1363,4.19,4.1509,9.8077,1.923,1.9394,1.9699,1.9841,1.9912,3.5693,4.8957,1.7416,1.6487,1.5054,0.4151,0.0622,0.0942,0.0959,0.0504,0.1124,3.5611,4.8653,1.6774,1.5047,1.6832,0.4613,0.0932,0.0845,0.0975,0.0755,0.1106,22.6
AFIDUQ,87.11,183.08,2.65,7.07,7.46,30.6,21.1,13.6,534.11,-1.9507,0.1687,2.04,2.05,1.92,0.2566,-0.4742,-0.8841,-0.8746,1.8044,2.7257,1.8197,1.8236,28.9488,7.372,8.5181,8.6071,0.687,0.4882,0.4724,3.2182,4.1799,1.4768,1.275,1.4281,6.4553,12.4814,4.1569,4.2005,4.1241,9.8068,1.9393,1.934,1.9686,1.9909,1.9739,3.5753,4.8983,1.6376,1.6463,1.6144,0.4105,0.0823,0.078,0.0643,0.0818,0.1042,3.5705,4.8721,1.6594,1.5027,1.71,0.4321,0.1078,0.073,0.0833,0.0665,0.1016,22.2
AFIQEN,81.14,211.88,1.76,8.81,7.29,36.5,27.3,15.6,580.59,-4.0879,-3.5617,1.94,1.98,1.8,0.3315,-0.3114,-0.1154,-0.0953,2.418,3.023,3.1992,3.1744,28.7082,7.3054,7.1298,7.0397,0.8561,0.6108,0.5272,3.2079,4.0253,1.2895,1.3791,1.3567,6.3937,12.5829,4.1867,4.2367,4.1595,9.6919,1.9511,1.8918,1.9738,2.0071,1.8682,3.1982,3.7998,1.261,1.1362,1.4026,0.1174,0.0187,0.014,0.0385,0.0153,0.031,3.1629,3.8173,1.2459,1.3961,1.1754,0.1151,0.0168,0.0259,0.0241,0.0206,0.0277,26
AFISIS,87.27,194.01,3.15,8.1,9.58,34.6,25.3,15.7,642.91,-2.853,-3.1168,1.88,1.91,1.83,0.4627,-0.3382,-0.8117,-0.6231,2.3918,2.9222,1.9036,2.0188,28.756,7.2839,8.5638,8.5123,0.7571,0.638,0.5486,3.2104,4.0509,1.2834,1.4102,1.3573,6.3462,12.5185,4.1604,4.1824,4.1756,9.6726,1.933,1.8109,1.9801,1.9823,1.9663,3.5519,4.8274,1.6763,1.4745,1.6766,0.4324,0.093,0.0678,0.1015,0.0787,0.0913,3.5193,4.7005,1.5316,1.5733,1.5955,0.4033,0.0756,0.0636,0.1029,0.0628,0.0984,12.8
AFLATC,95.37,194.07,2.47,7.74,10.85,30,19.1,12.6,651.35,-3.2099,-2.8591,1.9,2.13,1.84,0.3884,-0.3924,-0.5643,-0.4693,1.8945,2.8658,2.1945,2.0945,28.7488,7.3209,8.4904,8.4596,0.822,0.5386,0.2898,3.1976,4.1187,1.4664,1.3022,1.35,6.3742,12.4725,4.1467,4.1904,4.1353,9.7649,1.9079,1.9664,1.9503,1.9672,1.973,3.4956,4.6792,1.4767,1.6135,1.589,0.3894,0.0937,0.0733,0.0691,0.077,0.0764,3.5073,4.6219,1.4679,1.5817,1.5723,0.3401,0.0733,0.0742,0.0566,0.0667,0.0694,17.8
AFUSEC,81.83,195.17,1.77,5.65,7.79,32.7,21.1,11.5,468.6,-2.9811,-2.2066,2.02,1.95,1.85,0.2942,-0.4258,-0.5737,-0.1148,2.03,2.8352,1.9941,3.2016,28.7867,7.3618,8.4729,7.1269,0.8176,0.3686,0.5181,3.2054,4.1454,1.4162,1.4702,1.2591,6.4095,12.5285,4.1888,4.1663,4.1734,9.7678,1.8933,1.9723,1.9741,1.9716,1.9565,3.5146,4.6899,1.4768,1.5729,1.6401,0.3692,0.0765,0.0846,0.06,0.0814,0.0668,3.1611,3.8624,1.2609,1.4039,1.1977,0.0913,0.0091,0.0208,0.028,0.0132,0.0203,18.8
AFUTDZ10,71.59,161.25,2.15,4.73,7.92,25.2,17,10.5,472.12,-3.2885,-2.4703,2.96,1.83,1.82,0.2316,-0.4365,0.1345,-0.3776,1.8365,2.8671,2.7887,3.2392,28.7797,7.346,7.05,7.552,0.8516,0,0.6997,3.1992,4.1642,1.3864,1.4764,1.3014,6.5635,12.4661,4.1506,4.1526,4.1629,9.7388,1.9567,1.9065,1.9367,1.9698,1.9692,3.2371,3.5058,1.2006,1.2272,1.078,0.1226,0.0146,0.0338,0.0386,0.0137,0.0219,3.2193,4.0906,1.3676,1.3673,1.3556,0.0677,0.0156,0.0084,0.0065,0.0194,0.0178,28.7
AFUVOM,48.7,185.45,1.67,8.45,8.75,32.3,26.5,18.6,604.63,-2.9269,-1.6835,1.85,2.96,1.85,0.3443,-0.4625,-0.6583,-0.5341,1.6671,2.7883,1.9938,2.0527,28.9201,7.3457,8.5606,8.4407,0.85,0.6728,0,3.2103,4.1775,1.334,1.5316,1.3119,6.5269,12.3646,4.0846,4.2156,4.0644,9.7642,1.9336,1.9799,1.9519,1.9662,1.9326,3.4857,4.7498,1.6233,1.5014,1.6251,0.4228,0.082,0.0778,0.0897,0.0618,0.1115,3.5446,4.7106,1.5351,1.6879,1.4876,0.2789,0.0312,0.0654,0.0672,0.0375,0.0775,27.9
AFUVUS,48.36,184.86,1.72,8.48,8.76,31.7,26.6,19.4,634.08,-2.939,-1.6972,1.85,2.97,1.84,0.3387,-0.4568,-0.6588,-0.5344,1.6811,2.7932,2,2.0557,28.9019,7.3321,8.5643,8.4401,0.8448,0.6598,0,3.2073,4.1747,1.4873,1.4759,1.2114,6.5287,12.3704,4.103,4.2044,4.063,9.7622,1.9453,1.9774,1.93,1.964,1.9455,3.4848,4.7517,1.6376,1.4718,1.6423,0.4223,0.0845,0.0688,0.0944,0.0663,0.1083,3.5452,4.7124,1.5168,1.7131,1.4826,0.2767,0.0319,0.0665,0.0656,0.0396,0.0732,28.5
AGADIX,79.88,215.35,1.78,8.39,10.48,34.6,26.6,19.1,739.95,-3.0647,-2.484,1.98,2.11,1.85,0.3182,-0.4207,-0.6491,-0.0502,1.9558,2.8334,2.0932,3.1415,28.7802,7.35,8.5439,7.0946,0.8026,0.4639,0.4099,3.203,4.1428,1.2845,1.272,1.5864,6.4068,12.4867,4.1541,4.1778,4.1548,9.7882,1.9221,1.9601,1.9722,1.9707,1.9631,3.5191,4.7165,1.5278,1.5097,1.679,0.4134,0.083,0.0667,0.1023,0.0665,0.095,3.1545,3.776,1.2399,1.4057,1.1304,0.1198,0.012,0.0322,0.0252,0.0187,0.0318,15.1
AGENAC,84.74,196.8,3.18,6.72,8.33,37.2,30,19,592.88,-2.4948,-1.4711,1.96,1.99,1.89,0.2815,-0.4609,-0.1226,-0.8961,2.0813,2.7499,3.1643,1.7917,28.8508,7.3781,7.1294,8.6544,0.7558,0.5153,0.5156,3.213,4.1731,1.4179,1.4396,1.3156,6.4095,12.5281,4.1518,4.1847,4.1916,9.7809,1.9157,1.9805,1.9787,1.9724,1.9336,3.1593,3.8685,1.212,1.4479,1.2087,0.0948,0.014,0.0175,0.0307,0.0116,0.021,3.5753,4.8616,1.5114,1.6409,1.7092,0.4592,0.1013,0.0848,0.0865,0.1028,0.0837,16.8
AGEYER,84.65,217.67,2.16,6.98,8.17,36.9,25.6,13.1,528.39,-2.0886,-0.8891,2.01,2.01,1.93,0.236,-0.468,-0.1452,-0.9291,1.9138,2.7285,3.1116,1.7698,28.8673,7.3574,7.1454,8.5266,0.6935,0.3993,0.5056,3.2251,4.1686,1.2686,1.5966,1.3034,6.4384,12.5077,4.119,4.2081,4.1806,9.8179,1.924,1.9392,1.9731,1.9715,2.0101,3.1551,3.8967,1.3939,1.214,1.2888,0.0934,0.0223,0.0128,0.0223,0.0133,0.0227,3.5843,4.9452,1.7265,1.6293,1.5894,0.3996,0.0743,0.0729,0.1071,0.061,0.0843,14.2
AGIGIJ,48.7,155.57,2.44,7.64,12.01,25.9,23.8,20,756.97,-2.9084,0.2298,2.96,1.87,1.85,0.3182,-0.4759,-0.5869,-0.6604,1.5668,2.7617,1.9852,2.033,28.8063,7.356,8.4456,8.5186,0.8056,0,0.6037,3.2101,4.1911,1.366,1.3834,1.4417,6.5559,12.3579,4.1198,4.1584,4.0797,9.768,1.8875,1.9677,1.9521,1.9819,1.9787,3.5443,4.7314,1.5867,1.5283,1.6164,0.3112,0.0655,0.0558,0.0748,0.0418,0.0732,3.485,4.7507,1.583,1.6872,1.4805,0.4247,0.074,0.1012,0.0951,0.0644,0.0899,24.6
AGODOR,82.2,180.83,2.45,9.56,13.47,28.2,19.3,14.1,810.61,-3.5659,-3.0489,2.03,1.98,1.8,0.4122,-0.3567,-0.488,-0.5913,1.91,2.9363,2.1003,2.0878,28.6489,7.3136,8.4865,8.5517,0.8369,0.368,0.422,3.1971,4.0807,1.468,1.3051,1.3076,6.3653,12.4746,4.1343,4.1896,4.1507,9.7479,1.9137,1.9695,1.9339,1.9253,2.0055,3.5103,4.6132,1.4875,1.4741,1.6517,0.3644,0.0702,0.055,0.0892,0.0522,0.0979,3.5187,4.6778,1.5059,1.6311,1.5409,0.3948,0.059,0.0667,0.1076,0.067,0.0945,19.9
AGOLAK,64.09,208.79,1.93,8.46,5.82,35.1,27.3,16.5,596.73,-2.2886,-0.5394,2.18,1.96,1.9,0.1691,-0.4879,-0.2563,-0.2443,1.8093,2.7527,2.8663,2.9774,28.9177,7.3415,7.2471,7.2583,0.7055,0.2529,0.5213,3.2163,4.1974,1.236,1.5651,1.3963,6.5182,12.4864,4.1354,4.1985,4.1525,9.8262,1.9337,1.9338,1.9621,1.992,2.0046,3.1737,4.0043,1.4173,1.3634,1.2236,0.0783,0.0068,0.0224,0.0191,0.0134,0.0166,3.1459,4.019,1.4214,1.3017,1.2959,0.0794,0.01,0.0165,0.0187,0.0122,0.0221,18.7
AGOLIS,65.14,193.53,1.74,12.76,6.88,33,25.8,15.3,690.51,-1.8209,-1.458,2.07,2,1.9,0.0873,-0.4888,-0.2641,-0.3122,1.8181,2.7263,2.9047,2.75,28.9786,7.3819,7.2152,7.2355,0.7092,0.3294,0.463,3.2147,4.1994,1.2551,1.5347,1.4095,6.5168,12.5344,4.1507,4.2087,4.175,9.8615,1.9214,1.9505,1.9791,1.9948,2.0156,3.164,4.0217,1.3909,1.3738,1.2571,0.0784,0.0103,0.0171,0.0192,0.0104,0.0216,3.1835,4.0519,1.4349,1.3036,1.3134,0.0767,0.0118,0.0167,0.0163,0.0095,0.0224,17.9
AGOROF,91.32,223.53,2.38,9.38,7.73,39.3,32.4,21.3,665.36,-2.3314,-1.2825,1.97,2.05,1.94,0.2974,-0.457,-0.7506,-0.0784,1.8962,2.7505,1.9668,3.0293,28.8539,7.3448,8.5608,7.0763,0.7057,0.5009,0.4342,3.224,4.16,1.2631,1.2874,1.6095,6.4055,12.4728,4.1583,4.1794,4.1351,9.8243,1.939,1.9737,1.9856,1.9824,1.9435,3.5194,4.7949,1.5653,1.6042,1.6254,0.4363,0.0763,0.083,0.107,0.0723,0.0977,3.1686,3.7915,1.1945,1.4437,1.1533,0.1184,0.0178,0.0262,0.0299,0.0235,0.0209,13.8
AGOSEW,101.39,258.75,2.24,7,14.96,43.1,29.7,17.4,759.61,-3.0364,-1.3672,1.89,2.01,1.97,0.3252,-0.3388,-0.7462,-0.1937,1.884,2.8388,2.0522,3.0808,28.7979,7.4058,8.555,7.2188,0.5154,0.6631,0.4145,3.1812,4.0744,1.429,1.2908,1.3546,6.3585,12.4832,4.1777,4.1986,4.107,9.8332,1.9791,1.937,1.9594,1.9654,1.9922,3.5185,4.8181,1.6142,1.5479,1.656,0.4097,0.0905,0.0682,0.0891,0.0669,0.095,3.1715,3.936,1.2943,1.3331,1.3087,0.0862,0.0178,0.0163,0.0133,0.0197,0.0189,35.5
AHATEI,46.33,131.08,1.65,7.44,7.09,19.7,15.6,11.8,547.86,-2.9481,-1.7123,3.07,1.85,1.84,0.2963,-0.4671,-0.5418,-0.6116,1.5555,2.7741,1.9999,2.0233,28.7786,7.343,8.4422,8.5453,0.8162,0,0.5626,3.2038,4.1888,1.3761,1.2574,1.5553,6.5639,12.3737,4.148,4.1275,4.0981,9.7661,1.8737,1.974,1.978,1.9756,1.9648,3.5493,4.7322,1.546,1.6924,1.4937,0.2603,0.0654,0.0458,0.0387,0.0732,0.0373,3.4838,4.751,1.7077,1.4315,1.6118,0.3768,0.1229,0.0359,0.0787,0.0511,0.0882,25.8
AHIDIT,85.05,181.7,2.32,4.5,8.36,29.1,20.2,11.6,485.73,-2.0235,0.6055,2.02,2.05,1.93,0.2527,-0.475,-0.8884,-0.876,1.7997,2.7301,1.8959,1.8419,28.9294,7.3605,8.5269,8.6308,0.6736,0.4956,0.46,3.2192,4.1803,1.4042,1.5708,1.2053,6.4641,12.4809,4.1378,4.1754,4.1677,9.8024,1.8955,1.9798,1.9517,1.9822,1.9932,3.5711,4.8987,1.7028,1.6482,1.5477,0.4187,0.0629,0.0953,0.0886,0.0644,0.1075,3.5577,4.8586,1.68,1.5358,1.6428,0.4598,0.0913,0.079,0.0823,0.0724,0.1347,19.7
AHINUA,79.84,184.09,1.66,9.29,6.08,30.5,22.9,14.8,594.68,-2.7448,-1.013,1.89,2.41,1.88,0.3583,-0.4585,-0.5768,-0.722,1.6176,2.7484,2.0771,1.8855,28.8246,7.3342,8.4785,8.5383,0.7772,0.5175,0.122,3.214,4.1705,1.3307,1.3092,1.5306,6.482,12.3786,4.1766,4.0672,4.1349,9.781,1.9857,1.891,1.9832,1.9437,1.9774,3.4847,4.7207,1.5719,1.5857,1.5631,0.3713,0.0609,0.0804,0.0708,0.0749,0.0843,3.5175,4.7741,1.783,1.6168,1.3742,0.4304,0.0681,0.065,0.1397,0.0572,0.1003,20
AHINUC,62.78,151.33,1.79,5.09,6.23,27.5,17.9,8.8,428.91,-3.3634,-2.0038,3.28,1.96,1.84,0.2429,-0.462,-0.4454,-0.375,1.5859,2.8245,2.9264,3.0707,28.7871,7.3535,7.6285,7.6846,0.8735,0,0.4977,3.2029,4.1865,1.3108,1.4775,1.3982,6.5607,12.3991,4.1691,4.0974,4.1327,9.7973,1.9827,1.8871,1.9861,1.9641,1.9772,3.2043,4.1836,1.6798,1.2723,1.2315,0.0575,0.0066,0.01,0.0187,0.0044,0.0177,3.2051,4.1052,1.4538,1.2833,1.368,0.0648,0.0102,0.0142,0.0208,0.0105,0.0091,24.3
AHIROA,47.75,133.89,2.29,6.72,11.7,20.1,13.4,8.2,688.52,-2.9513,-1.4664,1.84,3.01,1.83,0.3036,-0.4635,-0.6347,-0.5562,1.573,2.7851,2.0446,2.0152,28.7538,7.3342,8.5739,8.453,0.8159,0.5555,0,3.2015,4.1873,1.5887,1.3939,1.2047,6.5572,12.3815,4.1739,4.1536,4.0541,9.7577,1.8723,1.9631,1.9682,1.9833,1.9707,3.4842,4.7567,1.577,1.6788,1.5009,0.3938,0.0732,0.0891,0.0846,0.0688,0.0781,3.55,4.7363,1.6178,1.5386,1.5799,0.2698,0.0455,0.0525,0.0708,0.0343,0.0667,27.6
AHUHER,44.87,128.49,2.64,3.93,10.22,19,13.2,9.2,523.33,-3.0446,0.0037,1.86,3.14,1.82,0.2982,-0.4614,-0.5901,-0.5654,1.5611,2.7932,2.0722,1.958,28.7622,7.3361,8.5454,8.4924,0.834,0.5388,0,3.1954,4.191,1.5148,1.4947,1.1815,6.5554,12.3779,4.1865,4.1476,4.0439,9.7685,1.8819,1.9621,1.9747,1.968,1.9817,3.4809,4.7388,1.6293,1.6107,1.4988,0.3704,0.0603,0.0877,0.0768,0.0679,0.0777,3.5443,4.7281,1.6116,1.5685,1.548,0.2931,0.0357,0.0786,0.0719,0.0473,0.0595,26
AJAGEX,46.96,132.5,1.65,3.66,7.18,19.5,11.7,5.8,394.32,-3.0339,-1.1973,1.84,3.06,1.83,0.3129,-0.4618,-0.5863,-0.5066,1.5978,2.7905,2.034,1.9831,28.7587,7.3423,8.5559,8.4404,0.8313,0.5726,0,3.201,4.1862,1.3015,1.4715,1.4132,6.5497,12.3794,4.1285,4.1385,4.1125,9.758,1.9197,1.9321,1.943,1.9804,1.9828,3.4905,4.7359,1.4318,1.6292,1.6749,0.3599,0.0969,0.099,0.035,0.0964,0.0326,3.5569,4.7087,1.6813,1.5277,1.4996,0.241,0.0341,0.0546,0.0587,0.0507,0.0428,26.1
AJISOD,62.93,219.79,2.9,8.35,6.87,35.2,30.9,20.3,617.05,-2.5564,-1.4376,2.21,1.99,1.91,0.2027,-0.4796,-0.2386,-0.1784,1.7599,2.7593,2.885,3.1611,28.8716,7.3667,7.3018,7.2443,0.7562,0.2797,0.4359,3.2218,4.1838,1.2657,1.3905,1.5276,6.4962,12.4496,4.1142,4.188,4.1473,9.8515,1.9249,1.9749,1.9571,1.9726,2.022,3.1755,3.9846,1.4063,1.2708,1.3075,0.0786,0.0126,0.0133,0.0182,0.0095,0.0249,3.1531,3.9382,1.3615,1.331,1.2456,0.0871,0.0127,0.0179,0.0203,0.0112,0.025,14.4
AJIZAU,85.07,184.36,1.55,6.57,9.24,30.4,20.2,13.1,541.46,-2.7173,-1.699,1.96,2.03,1.88,0.4036,-0.452,-0.6621,-0.5144,1.9335,2.7823,2.0545,2.0323,28.8447,7.3791,8.5114,8.4516,0.8103,0.5262,0.3573,3.2162,4.1622,1.4477,1.3967,1.3178,6.404,12.4231,4.2026,4.1233,4.0972,9.7694,1.9099,1.9891,1.9745,1.9454,1.9504,3.5117,4.7553,1.5179,1.6105,1.6269,0.3951,0.0827,0.0636,0.0881,0.074,0.0867,3.5089,4.6345,1.4854,1.5414,1.6077,0.371,0.0614,0.0724,0.0866,0.06,0.0906,16
AJONEV,76.02,175.7,2.61,9.04,7.36,29.8,24.6,16.3,600.46,-3.1578,-1.9338,1.85,2.48,1.8,0.3218,-0.4466,-0.5113,-0.1777,1.6645,2.8294,2.2685,2.932,28.6686,7.3426,8.4974,7.3435,0.857,0.4634,0,3.1887,4.1821,1.5231,1.4171,1.2419,6.4656,12.4396,4.1857,4.17,4.0838,9.773,1.8891,1.9712,1.9816,1.9683,1.9629,3.461,4.6398,1.4627,1.6371,1.54,0.4105,0.088,0.0837,0.0772,0.0845,0.0771,3.1615,3.9091,1.3735,1.2231,1.3125,0.107,0.0271,0.02,0.0221,0.0119,0.0259,14.6
AJUJOF,64.68,209.9,1.78,8.31,10.01,35.5,27,17.2,695.65,-2.4227,-0.4532,2.07,2.02,1.91,0.1111,-0.4832,-0.2556,-0.249,1.8274,2.7601,2.9043,2.9435,28.9392,7.3729,7.2737,7.2559,0.7228,0.368,0.423,3.2155,4.1928,1.4531,1.2888,1.4509,6.5105,12.5344,4.1535,4.2158,4.1651,9.844,1.9279,1.9567,1.9775,1.9937,1.9882,3.1588,4.0182,1.3939,1.3704,1.2539,0.0786,0.0086,0.0192,0.0194,0.013,0.0183,3.1543,4.016,1.4185,1.2744,1.3231,0.0787,0.0119,0.0159,0.0168,0.0124,0.0218,25.4
AKEFII,82.27,208.59,1.55,8.53,10.52,33.8,26,19.3,758.35,-2.7013,-1.2509,1.94,2.07,1.89,0.3825,-0.4591,-0.7197,-0.5386,1.9131,2.7721,1.9906,1.9434,28.883,7.3741,8.5438,8.488,0.8004,0.5476,0.3402,3.2155,4.1696,1.2489,1.3263,1.5943,6.4148,12.4249,4.0719,4.2087,4.1443,9.7778,1.9386,1.9649,1.9749,1.9575,1.9419,3.5059,4.768,1.4774,1.5676,1.723,0.4458,0.1028,0.0791,0.0731,0.1113,0.0796,3.5162,4.6519,1.4867,1.6557,1.5096,0.3705,0.0858,0.0897,0.0524,0.0944,0.0481,17.3
AKEQEN,82.89,195.83,2.71,6.75,8.3,33.7,24.2,14.8,577.7,-3.0763,-2.2754,1.97,1.95,1.84,0.1964,-0.4141,-0.4383,-0.1388,2.2421,2.8626,3.0511,3.2014,28.8053,7.3517,7.5769,7.0912,0.8037,0.5235,0.5444,3.2087,4.1297,1.4106,1.489,1.23,6.4309,12.6148,4.2157,4.2225,4.1767,9.7578,1.9681,1.9481,1.9817,1.9173,1.9425,3.2442,4.1316,1.4757,1.2081,1.4478,0.0626,0.0218,0.0068,0.0146,0.0083,0.0111,3.1799,3.8652,1.1999,1.4302,1.2351,0.0937,0.0198,0.0162,0.0236,0.0123,0.0218,18.6
AKOTOL,85.28,182.95,1.55,7.93,7.91,31.2,23.2,16.3,622.76,-2.507,-1.4586,2.01,2.03,1.89,0.3961,-0.4588,-0.6284,-0.6574,1.855,2.75,2.0377,1.9552,28.8304,7.3903,8.5038,8.5063,0.7816,0.4269,0.4303,3.2122,4.1726,1.399,1.3934,1.3803,6.3949,12.4144,4.1912,4.1266,4.0966,9.7946,1.9361,1.979,1.9768,1.9461,1.9566,3.5148,4.7099,1.5336,1.5959,1.5804,0.4038,0.0777,0.0574,0.1093,0.0595,0.0999,3.5288,4.7468,1.5231,1.5995,1.6242,0.3817,0.0632,0.0694,0.0942,0.063,0.0919,13.6
ALALIJ,85.54,184.55,1.7,6.46,15.24,28.5,16.5,9.5,643.97,-4.0251,-3.5346,2.16,1.87,1.78,0.459,-0.3008,-0.5512,-0.5563,2.1426,3.0232,2.0578,2.1646,28.6932,7.2734,8.4724,8.509,0.8647,0.3422,0.6615,3.2007,4.0193,1.4236,1.3468,1.2489,6.363,12.4794,4.1696,4.1817,4.1281,9.6986,1.9186,1.9811,1.9545,1.8627,1.9816,3.5463,4.6783,1.4973,1.5011,1.6799,0.3266,0.073,0.0524,0.0693,0.0635,0.0685,3.5091,4.6703,1.4872,1.625,1.5581,0.3769,0.0663,0.0759,0.0815,0.0794,0.0737,23.5
ALEJOS,87.64,203.6,2.79,8.26,10.74,40,32.1,19,683.56,-2.6894,-1.3181,2.18,1.95,1.9,0.2636,-0.468,-0.5499,-0.2687,1.8424,2.7668,1.9787,3.0086,28.9018,7.3656,8.4544,7.3136,0.7902,0.2061,0.6366,3.2126,4.1833,1.2818,1.6444,1.257,6.4813,12.4609,4.146,4.1578,4.157,9.7942,1.9555,1.9109,1.9592,1.982,1.9867,3.5215,4.6305,1.6269,1.4814,1.5222,0.3979,0.0824,0.0542,0.1078,0.0587,0.0949,3.1642,4.0253,1.3762,1.3518,1.2973,0.0792,0.0173,0.0131,0.0135,0.0137,0.0217,14.9
ALODAH,84.99,196.46,1.63,5.62,7.24,33,21,10.4,443.2,-3.5018,-3.0454,1.92,1.97,1.82,0.3776,-0.3428,-0.1181,-0.5963,2.2735,2.964,3.2311,1.9708,28.7161,7.3153,7.127,8.472,0.8464,0.6264,0.4238,3.2092,4.0564,1.2568,1.3507,1.4489,6.3704,12.5496,4.1593,4.2266,4.1637,9.7024,1.8912,1.9515,1.9794,1.9921,1.8881,3.1685,3.8571,1.3132,1.3309,1.2131,0.0925,0.0153,0.0167,0.0194,0.0223,0.0188,3.5161,4.713,1.5273,1.5933,1.5923,0.3672,0.0749,0.0711,0.0709,0.0674,0.0828,20.8
