Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,PC_Buried_Volume_35A,PC_Buried_Volume_7A,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-N,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_Cu,Atomic_Population_I,Bond_Order_Cu-I,Bond_Order_C-I,Bond_Order_Cu-N,Orbital_Charge_N_s,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_L1_pz,Orbital_Charge_L1_dyz,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_d,ImgFreq,Ea
DETTOO,83.94,10.81,183.67,30.7,17.7,-3.0304,-1.5077,1.96,1.95,89.86,99.84,0.3758,-0.319,-0.1584,0.1009,1.2081,1.9018,28.8742,25.2523,0.2634,0.8342,0.6392,3.24,1.2856,1.2825,1.4342,3.7283,3.9137,4.2233,9.8069,1.5938,0.0872,1.4907,1.696,0.4075,-129.67,14.2
OYIFOS,89.31,-1.68,199,32.3,24.5,-3.3621,-2.4725,2.05,1.97,89.1,98.75,0.335,-0.2945,-0.1393,0.1132,1.3414,2.0179,28.7451,25.2301,0.4464,0.7464,0.5824,3.2426,1.281,1.2653,1.4287,3.7234,3.9175,4.2151,9.8287,1.5848,0.0952,1.4972,1.6765,0.4706,-190.76,14.2
XAGGAO,87.41,3.72,212.95,41.2,21.7,-3.6648,-3.0725,2.02,1.98,91.97,100.28,0.3265,-0.2815,-0.135,0.0527,1.1972,1.967,28.7972,25.2633,0.2425,0.8219,0.6169,3.2436,1.2684,1.2923,1.4006,3.7479,3.9082,4.1966,9.8308,1.4771,0.0909,1.3524,1.176,0.1111,-244.61,14.2
PIRWIZ,86.77,10.7,223.52,39.6,17.1,-3.2417,-1.7113,2.06,1.99,90.72,103.09,0.2881,-0.3101,-0.1517,0.0712,1.1863,1.9623,28.8328,25.2585,0.2229,0.8328,0.6038,3.2468,1.2675,1.2844,1.436,3.7381,3.9141,4.2054,9.8377,1.4997,0.0877,1.2503,1.3549,0.0832,-148.37,14.2
XINBOM,80.34,-0.58,212.33,38.4,17.5,-3.554,-2.3187,2.09,1.97,89.64,102.03,0.2465,-0.3032,-0.1415,0.1572,1.4011,2.0322,28.8341,25.1768,0.4618,0.7981,0.5927,3.2431,1.356,1.2054,1.4222,3.7189,3.9067,4.2343,9.8407,1.5727,0.0849,1.3727,1.2202,0.1189,-169.23,14.2
OPITOX01,84.79,2.51,217.16,36.4,13.9,-2.6994,-1.2727,2.01,1.95,91.85,102.05,0.28,-0.3406,-0.188,0.0982,1.1124,3.2711,28.8142,25.2342,0,0.9543,0.6325,3.2407,1.3663,1.2478,1.4095,3.7228,3.7488,4.2379,9.8126,1.2387,0.0149,1.7611,1.7597,0.4088,-91.19,14.2
WIGGAV,92.68,7.17,214.14,37.8,17.2,-3.4585,-2.4005,1.94,1.98,90.47,104.87,0.3384,-0.3116,-0.1452,0.0773,1.2065,3.2257,28.8193,25.2373,0.2469,0.8393,0.6163,3.2447,1.2555,1.2998,1.4356,3.7416,3.8941,4.2307,9.784,1.2461,0.0178,1.6109,1.7007,0.4234,-161.9,14.2
AGEYER,85.28,1.8,217.69,36.3,13,-2.5549,-1.1872,2.02,1.94,89.64,96.76,0.2414,-0.3463,-0.186,0.1202,1.1752,3.1247,28.8298,25.2303,0.176,0.9012,0.6104,3.2345,1.372,1.209,1.4545,3.7172,3.8186,4.2352,9.8248,1.2973,0.0097,1.8054,1.7242,0.4066,-75.91,14.2
ZULWAG,84.07,0.21,184.29,33.6,22.3,-2.8966,-2.0378,2.04,1.95,89.48,102.48,0.3667,-0.3075,-0.1542,0.0609,1.1985,1.9958,28.8295,25.274,0.2673,0.8087,0.6015,3.2394,1.2671,1.2757,1.4479,3.7343,3.9141,4.2338,9.7842,1.4484,0.0925,1.777,1.5296,0.457,-141.76,14.2
XIKNUA,77.8,2.31,224.6,42.4,21.6,-3.2752,-1.5307,2.02,1.98,91.16,105.49,0.1864,-0.3186,-0.1547,0.0772,1.2089,2.8406,28.7194,25.243,0.2209,0.8532,0.5916,3.2451,1.2477,1.3082,1.4415,3.7358,3.8606,4.2528,9.8578,1.4166,0.009,1.2168,1.3889,0.1114,-124.27,14.1
CEHGIH,84.75,0.87,196.66,42.6,23.3,-3.6766,-2.982,2.32,1.95,93.66,100.87,0.1011,-0.3062,-0.1403,0.0562,1.1893,3.5663,28.9396,25.2445,0.1868,0.8547,0.6232,3.2401,1.2722,1.2582,1.4584,3.7508,3.9054,4.2546,9.8485,2.8332,0.0598,1.3175,1.2444,0.0926,-198.4,14.1
REXHUZ,83.23,-1,201.74,35.3,15.7,-3.6285,-3.3297,2.01,1.97,91,99.87,0.1511,-0.2924,-0.1333,0.1081,1.3445,3.193,28.7919,25.2036,0.3998,0.7734,0.5616,3.2416,1.3324,1.2169,1.4237,3.7322,3.8934,4.242,9.8408,1.2136,0.0124,1.2084,1.2259,0.0931,-266.58,14.1
EBUCEM,80.35,-0.63,217.63,37.5,18.4,-3.5782,-2.3936,2.1,1.97,89.71,102.88,0.2452,-0.2949,-0.1348,0.1381,1.3951,3.1489,28.8234,25.196,0.4659,0.7853,0.5922,3.242,1.3529,1.2036,1.4194,3.7233,3.91,4.2402,9.8391,1.3406,0.0181,1.5145,1.6588,0.4218,-192.81,14.1
VAKNUR,96.24,2.05,196.51,35,22,-3.6294,-2.6621,2.11,1.96,89.53,97.66,0.3697,-0.2938,-0.1376,0.1599,1.3405,2.0016,28.8342,25.2267,0.3736,0.7688,0.6411,3.2417,1.2226,1.3282,1.4245,3.7179,3.8413,4.2102,9.8334,1.4982,0.0789,1.5317,1.6797,0.3499,-219.98,14.1
HOFLUK01,94.41,2.73,216.49,33.9,16.8,-2.8189,-1.5886,1.95,1.97,92.31,106.98,0.3028,-0.3375,-0.1864,0.105,1.1538,3.0959,28.8597,25.2446,0,0.8952,0.6612,3.2493,1.2062,1.3617,1.4455,3.7248,3.8582,4.2256,9.8098,1.3013,0.0171,1.6401,1.7115,0.4258,-81.26,14.1
OKOXUK,90.07,6.56,222.78,40.4,22.1,-3.1211,-2.5531,2,2,89.14,103.38,0.2366,-0.3087,-0.1464,0.126,1.347,2.9151,28.8446,25.2243,0.415,0.8011,0.5552,3.2497,1.3619,1.1902,1.4314,3.7216,3.8947,4.2478,9.8418,1.398,0.0193,1.5409,1.7626,0.4139,-149.85,14.1
HANNOZ,82.15,4.55,179.26,28.8,12.6,-3.0152,-1.6819,2.13,1.94,89,102.56,0.3385,-0.3169,-0.1588,0.0845,1.236,1.9636,28.8437,25.2573,0.3029,0.8141,0.6164,3.2395,1.3005,1.2497,1.4502,3.7288,3.9125,4.2369,9.8004,1.4616,0.0823,1.7617,1.5529,0.391,-121.77,14.1
CUZCIJ,84.13,4.28,180.21,32.6,17.1,-3.6413,-2.1604,1.95,1.94,90.15,98.74,0.3735,-0.3009,-0.1376,0.1444,1.2939,2.0636,28.8094,25.225,0.353,0.7816,0.6734,3.2391,1.291,1.2959,1.3983,3.7268,3.8922,4.1944,9.8302,1.532,0.0846,1.5457,1.6195,0.3779,-190.89,14
LINBUI,91.43,2.08,200.6,38.7,25.8,-3.6422,-2.2748,1.96,1.96,89.5,97.73,0.355,-0.2915,-0.1335,0.1472,1.3626,2.1035,28.7927,25.2114,0.4125,0.7554,0.624,3.2399,1.2325,1.3141,1.4285,3.7229,3.8562,4.2037,9.8268,1.4859,0.0862,1.5498,1.6587,0.4212,-220.77,14
SOGSUC,87.81,-1.46,227.53,44.4,25.4,-3.5303,-1.6738,2.19,1.97,91.22,97.87,0.3657,-0.3003,-0.1501,0.1485,1.2737,1.7303,28.7437,25.2311,0.305,0.8067,0.6037,3.2392,1.3518,1.1932,1.4396,3.7205,3.7445,4.194,9.8481,1.5604,0.0985,1.5154,1.6535,0.4254,-151.23,14
CEJVOC,78.52,1.42,212.11,38.6,23.3,-3.5739,-2.1865,2.04,1.97,89.33,100.95,0.2426,-0.3001,-0.135,0.1511,1.4055,3.1723,28.852,25.1881,0.4874,0.7762,0.5941,3.2425,1.3521,1.2025,1.4262,3.721,3.8947,4.2346,9.8444,1.3147,0.0174,1.4809,1.6687,0.3923,-187.21,14
QUYJUQ,95.8,4.6,195.34,35.5,14,-3.1353,-1.9753,2.01,1.98,88.55,98.62,0.3206,-0.2936,-0.1372,0.0887,1.3134,2.0198,28.825,25.2592,0.459,0.7264,0.5646,3.2449,1.3312,1.2346,1.4068,3.7271,3.9082,4.2094,9.8398,1.5007,0.0877,1.7219,1.5443,0.3515,-181.43,14
VAWGAB,92.96,3.31,191.42,30.9,11.8,-2.7427,-1.3176,2.04,1.95,88.09,100.67,0.3583,-0.343,-0.1813,0.1486,1.2526,2.0123,28.8221,25.2245,0.2832,0.8719,0.6393,3.2389,1.2825,1.2845,1.4613,3.7123,3.9065,4.2273,9.8182,1.5957,0.09,1.6237,1.6907,0.4056,-60.68,14
ZAFXUD,88.45,9.81,225.55,38.7,16.9,-3.2341,-2.2185,1.99,2,91.76,107.06,0.2932,-0.3039,-0.1499,0.0367,1.1491,1.8954,28.8714,25.2676,0.1749,0.849,0.5859,3.2489,1.2479,1.3052,1.4258,3.7477,3.8867,4.2136,9.8235,1.5354,0.0965,1.2278,1.3108,0.1158,-159.57,14
IGANIO,85.99,1.63,196.54,32.8,9.5,-2.8009,-1.4012,1.99,1.95,92.17,102.55,0.2893,-0.325,-0.1758,0.0572,1.1217,3.1668,28.7659,25.2573,0.1048,0.9133,0.6096,3.2431,1.3264,1.2314,1.4471,3.7321,3.8696,4.207,9.8093,1.2078,0.0125,1.7865,1.7262,0.4023,-114.85,14
YAFYEL01,96.14,3.84,214.62,38.9,15.7,-2.7882,-1.6289,1.98,1.99,91.22,109.56,0.3017,-0.331,-0.1788,0.0663,1.1348,1.9191,28.8278,25.2474,0.1132,0.8973,0.6105,3.25,1.2253,1.3321,1.4485,3.7341,3.8673,4.2109,9.8052,1.5797,0.0979,1.2456,1.3787,0.0882,-77.85,14
VUHKOB,80.47,-4,219.97,37.5,18.7,-3.6582,-2.9472,2.08,1.97,90.51,102.11,0.2964,-0.2873,-0.1277,0.1134,1.3217,2.0451,28.8645,25.2126,0.3954,0.7738,0.6155,3.2413,1.2699,1.2967,1.4028,3.7342,3.8412,4.2149,9.8153,1.506,0.0765,1.3356,1.28,0.1144,-234.24,14
RIGGUM,84.32,1.6,213.8,41.4,22.7,-2.9927,-2.1001,1.98,1.96,90.26,106.89,0.3059,-0.3022,-0.1481,0.0458,1.1897,3.3144,28.8066,25.2656,0.239,0.8233,0.5832,3.245,1.2609,1.2906,1.4285,3.7433,3.8813,4.2383,9.7886,1.3717,0.0159,1.7714,1.6327,0.4815,-169.56,14
DXMTAS,82.07,3.69,178.21,29.7,14.8,-2.8666,-2.3474,2.2,1.94,88.93,100.69,0.3158,-0.3135,-0.1586,0.0866,1.2463,2.0283,28.8512,25.2714,0.3232,0.7943,0.609,3.2387,1.2746,1.2759,1.4469,3.7241,3.9003,4.2415,9.8072,1.4137,0.0663,1.7972,1.5629,0.3948,-132.32,14
MACKAD,81.74,4.06,178.3,29.6,14.9,-2.8771,-2.296,2.18,1.94,89.18,100.73,0.3189,-0.3148,-0.1597,0.0858,1.2422,2.0297,28.8497,25.2632,0.3146,0.817,0.6083,3.2384,1.266,1.2824,1.4506,3.7258,3.9025,4.2414,9.8047,1.4121,0.078,1.7862,1.5604,0.3977,-127.36,14
YEYXEH,90.31,6.97,204.87,36.2,18.1,-2.8294,-1.4544,1.93,1.97,89.3,105.87,0.3288,-0.3103,-0.1568,0.1161,1.3138,1.7973,28.8357,25.247,0.3381,0.7966,0.596,3.2444,1.3328,1.2209,1.4358,3.7232,3.8673,4.2369,9.8074,1.6583,0.0952,1.4912,1.5996,0.4148,-106.42,13.9
IHUGUP,104.72,0.55,201.07,34.4,17.4,-3.5512,-2.5664,2.08,1.97,90.87,99.7,0.3866,-0.2948,-0.1473,0.1373,1.2654,1.9806,28.798,25.2323,0.3049,0.8069,0.6321,3.2429,1.2403,1.312,1.4229,3.7231,3.8734,4.2009,9.8284,1.5179,0.0766,1.5069,1.6943,0.3697,-177.39,13.9
QUYGOH,101.36,0.44,204,39.5,17,-3.1215,-2.3978,2.04,1.98,89.29,102.14,0.3758,-0.3188,-0.1574,0.1554,1.2918,1.8641,28.8262,25.2113,0.3167,0.8455,0.6027,3.2443,1.3311,1.2318,1.436,3.7182,3.8813,4.2217,9.8129,1.5388,0.0919,1.6494,1.4384,0.4451,-120.35,13.9
XAPTOY,89.62,6.84,212.97,38.9,13.1,-3.2477,-1.5043,2.02,1.98,93,105.56,0.2078,-0.326,-0.1618,0.0557,1.1149,3.1908,28.7645,25.2496,0.1028,0.9023,0.6143,3.247,1.3099,1.2422,1.4511,3.7428,3.9045,4.2362,9.849,1.255,0.0173,1.3716,1.1335,0.1078,-117.87,13.9
BAZZUZ,81.87,3.24,203.66,40.2,18.1,-3.1996,-1.9402,2.04,1.98,90.62,99.57,0.3194,-0.313,-0.1554,0.0793,1.1835,2.0175,28.8199,25.2642,0.2176,0.8443,0.6075,3.2444,1.2743,1.2839,1.4346,3.7342,3.9182,4.2019,9.8285,1.4637,0.0889,1.1984,1.3763,0.0799,-153.82,13.9
QANWAE,89.72,8.6,233.59,41,14.2,-3.3112,-2.5469,1.99,2.01,90.44,106.08,0.272,-0.2982,-0.1418,0.0609,1.2408,1.9237,28.8368,25.2487,0.3056,0.8225,0.5675,3.2504,1.2927,1.2736,1.4064,3.7431,3.8828,4.2054,9.8281,1.4934,0.0934,1.2586,1.3491,0.0897,-188.09,13.9
VAKNOL,95.45,2.53,197.24,35.2,22,-3.6234,-2.6332,2.1,1.96,89.55,97.26,0.366,-0.2921,-0.1354,0.1595,1.3488,2,28.8373,25.2444,0.3907,0.7529,0.6342,3.2416,1.2124,1.3327,1.4285,3.718,3.829,4.2098,9.8353,1.4989,0.0812,1.5423,1.6671,0.3512,-230.83,13.9
IFEREQ,85.76,8.13,207.3,37.6,21.5,-3.5221,-2.421,2.06,1.96,92.56,104.71,0.3388,-0.3044,-0.1496,0.0783,1.1693,2.0054,28.7936,25.2569,0.173,0.8671,0.6481,3.2425,1.3093,1.2517,1.4237,3.7379,3.9181,4.2051,9.8331,1.5007,0.0914,1.2369,1.3331,0.1207,-162.04,13.9
YEPTAR,89.91,7.68,189.49,30.3,13.2,-2.8804,-1.6548,1.99,1.96,89.06,99.09,0.3636,-0.3245,-0.1638,0.1048,1.2261,1.9575,28.842,25.2505,0.2881,0.8299,0.6293,3.2412,1.2586,1.301,1.4474,3.725,3.9136,4.2233,9.8164,1.5115,0.0826,1.5971,1.7067,0.4004,-120.47,13.9
GISCIV,89.21,8.06,191.98,32.4,15.1,-3.0152,-2.0739,2,1.96,89.35,99.89,0.3677,-0.317,-0.1575,0.0987,1.2306,1.9516,28.8335,25.2494,0.2864,0.8309,0.6188,3.2405,1.2835,1.271,1.4455,3.7273,3.9101,4.2276,9.8091,1.5136,0.0804,1.6159,1.6812,0.4189,-133.82,13.9
SOHRIQ01,88.79,0.03,200.15,35.9,15.9,-3.2335,-1.4156,2.12,1.98,89.84,96.36,0.2448,-0.3114,-0.1502,0.1071,1.2757,2.0091,28.8071,25.242,0.3663,0.8011,0.5863,3.2426,1.3467,1.211,1.4352,3.7215,3.8871,4.1971,9.8532,1.4891,0.0953,1.4225,1.2919,0.0831,-159.06,13.9
ZIPXUT,88.33,8.01,212.57,41,19.9,-3.3046,-2.2332,2.02,1.98,93.76,105.16,0.2354,-0.3145,-0.1523,0.0367,1.1173,3.1207,28.7765,25.2669,0.1027,0.8936,0.6072,3.2477,1.2846,1.2581,1.4479,3.7495,3.9138,4.2112,9.8235,1.2405,0.015,1.2701,1.2507,0.0837,-156.8,13.9
YEBSEG,96.46,3.28,217.31,39.5,18.1,-2.7032,-1.5139,1.97,1.98,90.68,109.13,0.3136,-0.3327,-0.1818,0.0688,1.1454,1.9807,28.7739,25.2502,0.1336,0.8919,0.6116,3.2476,1.3534,1.2312,1.4254,3.7319,3.9202,4.2371,9.8007,1.5802,0.0945,1.2629,1.3363,0.088,-71.75,13.9
DETRAW,82.76,1.41,192.18,39,15.9,-3.1206,-2.527,1.95,2,92.34,104.82,0.3816,-0.2857,-0.1382,0.0131,1.1424,2.0944,29.0607,25.2864,0.1636,0.8392,0.5807,3.2485,1.3204,1.2049,1.4367,3.7555,3.7342,4.2419,9.7255,1.4875,0.0901,0.8521,0.9835,0.1241,-197.72,13.9
SAHSOJ,99.08,2.06,206.09,36.6,20,-3.2451,-1.6231,2.17,1.95,87.22,99.69,0.3439,-0.3144,-0.1498,0.1936,1.3346,1.9449,28.8974,25.2264,0.3789,0.7736,0.6319,3.2393,1.2562,1.3106,1.4312,3.706,3.8839,4.2214,9.8329,1.4891,0.0678,1.5337,1.7303,0.3546,-134.85,13.9
ANONIC,81.15,3.66,186.85,33.6,20.8,-2.9792,-1.5363,2.05,1.94,89.95,101.98,0.3679,-0.3129,-0.161,0.0928,1.2054,1.9985,28.8389,25.2675,0.2257,0.8237,0.6138,3.2394,1.2258,1.3375,1.4324,3.7267,3.8862,4.2298,9.7966,1.4116,0.0875,1.7666,1.5899,0.4466,-129.32,13.9
HITWAJ,64.21,1.31,216.98,37.8,21.2,-3.1518,-2.346,2.01,1.96,87.96,99.74,0.1844,-0.3409,-0.1664,0.1563,1.3599,2.9662,28.8011,25.2049,0.3557,0.7982,0.6102,3.2407,1.2648,1.3156,1.4443,3.7135,3.8671,4.2451,9.8647,1.406,0.007,1.2922,1.2138,0.0848,-86.78,13.8
UMOROD,83.61,1.96,179.51,33.8,20.2,-2.8568,-1.3759,1.97,1.95,89.07,98.21,0.3326,-0.3176,-0.1622,0.1055,1.268,1.7912,28.8063,25.2493,0.3475,0.8068,0.5949,3.2388,1.2787,1.2807,1.4427,3.7198,3.911,4.2193,9.8168,1.7623,0.0707,1.5637,1.5742,0.4107,-116.12,13.8
YADVEF,73.99,3.28,181.89,36,16.3,-3.6451,-1.8135,2.37,1.97,91.12,100.19,0.207,-0.3165,-0.1533,0.1196,1.3034,2.9875,28.6597,25.2123,0.3068,0.8432,0.6248,3.2436,1.3303,1.2313,1.4352,3.72,3.9056,4.1751,9.8854,1.3406,0.0082,1.3127,1.4497,0.0625,-141.33,13.8
UWATES,86.3,9.62,185.07,31.2,14.7,-3.1542,-1.5869,1.97,1.96,89.29,98.6,0.3695,-0.3122,-0.1548,0.1009,1.2463,1.9407,28.8601,25.2467,0.3077,0.8263,0.6335,3.2411,1.308,1.2788,1.4079,3.7274,3.9166,4.1952,9.8122,1.5766,0.0848,1.5192,1.6996,0.3779,-145.72,13.8
AGOROF,87.9,10.66,219.51,39.4,21.8,-2.8643,-1.3475,1.99,1.96,90.94,103.61,0.3281,-0.337,-0.1739,0.0935,1.1452,1.8894,28.8143,25.2402,0.1312,0.9048,0.6292,3.2424,1.2696,1.2898,1.4596,3.7301,3.9205,4.2199,9.8214,1.5258,0.0924,1.2983,1.3123,0.1168,-87.35,13.8
YAHVUA,97.48,0.79,222.3,34.1,20.4,-3.5738,-2.5867,2.11,1.96,90.26,97.73,0.3749,-0.2879,-0.1272,0.1461,1.3092,2.0181,28.8379,25.2485,0.3528,0.7737,0.643,3.2425,1.2273,1.3137,1.4275,3.7245,3.8404,4.2114,9.8346,1.5173,0.0949,1.4836,1.6441,0.3556,-234.93,13.8
KABMOR,80.03,1.34,216.22,40.2,15.9,-2.927,-1.5807,2.11,1.96,90.45,107.24,0.1872,-0.3385,-0.1715,0.0975,1.1853,3.1079,28.7883,25.2329,0.1814,0.8908,0.6249,3.2432,1.2875,1.2864,1.4456,3.7286,3.9044,4.2137,9.8484,1.2804,0.0203,1.4273,1.0895,0.0986,-87.54,13.8
WEVWEA,92.74,4.48,203.81,31.9,17.5,-2.9383,-1.8058,1.99,1.97,89.14,98.07,0.3672,-0.3229,-0.1636,0.12,1.2274,1.9675,28.802,25.2477,0.2811,0.823,0.6054,3.2416,1.2591,1.2951,1.4512,3.7216,3.9013,4.2205,9.8172,1.637,0.0849,1.5022,1.7062,0.4352,-120.04,13.8
ZEGBEV,91.69,6.8,194.08,33.3,15.5,-3.3915,-2.265,1.95,1.96,88.86,100.57,0.3906,-0.2974,-0.1401,0.1192,1.3021,1.9956,28.8309,25.2232,0.3692,0.7969,0.611,3.2403,1.2683,1.2853,1.4274,3.7297,3.8903,4.2328,9.7726,1.671,0.089,1.4639,1.6644,0.4386,-168.13,13.8
QOYGOB,96.76,2.59,224.34,38.8,16.9,-3.1198,-2.2168,1.95,1.99,94.49,103.77,0.3272,-0.3069,-0.1689,0.0537,1.0972,3.2307,28.809,25.2634,0,0.929,0.5995,3.2476,1.3482,1.2475,1.3882,3.7388,3.602,4.1799,9.8057,1.3133,0.012,1.5231,1.6497,0.4189,-131.97,13.8
DERBIL,89.37,10.04,224.05,46.2,21.7,-3.4056,-2.2067,1.97,1.98,90.94,105.03,0.3742,-0.298,-0.1437,0.0644,1.1916,3.1161,28.8301,25.2589,0.2235,0.8283,0.609,3.2443,1.2899,1.3101,1.3777,3.7446,3.8885,4.1855,9.7861,1.2281,0.0154,1.4854,1.7218,0.4272,-180.68,13.8
UPABOD,95.98,4.07,220.54,38.8,18.5,-2.7412,-1.8679,1.97,1.99,91.24,108.81,0.3046,-0.3286,-0.1786,0.0622,1.1341,1.9808,28.7873,25.2523,0.1192,0.8956,0.6074,3.2491,1.2903,1.3574,1.3568,3.7341,3.8304,4.1537,9.8046,1.5058,0.0917,1.2452,1.3553,0.0879,-90.55,13.8
LOPHAC,89.09,6.51,214.08,37.6,16.6,-3.1625,-1.7929,2,1.97,91.66,106.74,0.3166,-0.3148,-0.1595,0.0648,1.1552,1.8914,28.8393,25.255,0.164,0.8765,0.6287,3.2453,1.2367,1.3095,1.447,3.7395,3.8878,4.2262,9.8173,1.5979,0.096,1.177,1.383,0.1143,-126.52,13.8
CIDJUV01,95.56,2.75,227.36,38.3,17.2,-3.0494,-2.1669,1.95,2.01,92.43,105.85,0.2705,-0.303,-0.1559,0.0452,1.1428,1.9757,28.8429,25.2663,0.1657,0.8586,0.5678,3.2501,1.3402,1.2378,1.3993,3.7426,3.9074,4.2386,9.8237,1.599,0.103,1.2803,1.2465,0.1171,-143.34,13.8
QAMNUN,82.93,11.71,182.95,32.1,15.5,-3.2176,-1.558,2.03,1.95,89.76,100.68,0.3834,-0.3169,-0.1545,0.0999,1.2181,1.9982,28.8571,25.2552,0.2651,0.8344,0.6405,3.2395,1.3823,1.2451,1.3733,3.7293,3.9066,4.199,9.8016,1.5101,0.0684,1.5703,1.7097,0.4281,-134.26,13.8
BICLUW,82.78,-0.21,216.72,33.4,13.7,-3.5419,-2.9226,1.9,1.96,88.79,98.19,0.1281,-0.3063,-0.1301,0.1108,1.3483,3.2483,28.8485,25.2098,0.43,0.7584,0.5783,3.2425,1.3432,1.2081,1.4356,3.7288,3.602,4.2428,9.8445,1.2343,0.0176,1.2679,1.2025,0.0895,-240.28,13.7
UGOJOP,83.31,1.91,181.21,35.9,17.8,-2.9128,-1.822,1.92,1.94,89.78,99.11,0.3555,-0.3142,-0.1634,0.0947,1.2159,1.8009,28.8282,25.2612,0.2755,0.8239,0.5979,3.2384,1.2783,1.2682,1.4519,3.7235,3.9056,4.2329,9.805,1.725,0.0794,1.4351,1.7166,0.4147,-132.25,13.7
DOJRAY,82.46,1.91,220.45,41.3,20.9,-3.1908,-1.8897,2.02,1.97,92.03,98.88,0.3896,-0.3085,-0.1611,0.0717,1.141,3.0594,28.7831,25.2652,0.1414,0.8953,0.6261,3.2424,1.2756,1.2651,1.4493,3.7355,3.9103,4.1782,9.8103,1.1791,0.0139,1.463,1.7318,0.403,-149.81,13.7
YIHDID,88.4,0.74,218.26,40.4,20,-3.5245,-2.8057,2.05,1.94,94.05,104.72,0.2612,-0.3105,-0.1527,0.0626,1.1237,3.1181,28.8016,25.2548,0.1184,0.8905,0.643,3.2405,1.3062,1.2678,1.4182,3.7422,3.9187,4.2209,9.8527,1.3007,0.0148,1.3207,1.2064,0.0932,-170.61,13.7
CAGDOF,99.72,3.45,199.75,40.2,23.6,-2.8908,-1.4312,1.97,1.98,88.36,99.23,0.3644,-0.3265,-0.1693,0.1405,1.2852,1.9614,28.7717,25.2191,0.3365,0.8317,0.5985,3.2429,1.3439,1.2142,1.4507,3.7135,3.8927,4.2251,9.8168,1.6086,0.0898,1.6529,1.4646,0.4595,-91.3,13.7
WEKBAP,93.82,-1.21,194.81,35.2,14.7,-3.3498,-2.3338,1.96,1.96,90.87,102.62,0.4138,-0.3097,-0.1629,0.1044,1.2065,2.0651,28.7694,25.2343,0.201,0.8559,0.6319,3.2426,1.295,1.2658,1.4296,3.7268,3.9135,4.2192,9.7996,1.7254,0.0937,1.6752,1.5236,0.4116,-137.92,13.7
FOCHAH,82.29,4.03,191.35,43.6,22.9,-3.3722,-2.1362,2.1,1.98,93.38,104.86,0.2579,-0.3119,-0.1498,0.0521,1.1406,3.0265,28.7476,25.2577,0.1324,0.8816,0.6095,3.2461,1.314,1.2217,1.4538,3.7472,3.8504,4.2359,9.8338,1.2248,0.0156,1.1152,1.4608,0.1033,-147.7,13.7
YIVMUO,87.66,11.08,224.2,39,16.2,-3.2259,-2.2498,1.99,2,91.56,106.98,0.2981,-0.3036,-0.1484,0.0343,1.1519,1.893,28.8769,25.2696,0.1831,0.8413,0.5846,3.2493,1.2313,1.3232,1.424,3.7486,3.843,4.2125,9.8179,1.5445,0.095,1.2058,1.3466,0.1171,-167.1,13.7
OJUTOF,83.81,1.1,203.23,35.5,14.4,-3.1861,-1.8738,2,1.98,90.9,101.03,0.3237,-0.3213,-0.1614,0.0979,1.1814,1.966,28.8464,25.2465,0.1969,0.857,0.6253,3.2445,1.3021,1.2449,1.4546,3.7317,3.8924,4.2173,9.8129,1.4896,0.0856,1.3366,1.1363,0.1051,-123.72,13.7
KIYZAW,98.44,-0.8,201.32,40.9,22.2,-2.7973,-1.3701,1.98,1.97,90.73,103.63,0.4137,-0.3174,-0.1702,0.0869,1.1588,1.984,28.8041,25.2621,0.1836,0.8901,0.5997,3.2433,1.2966,1.2532,1.4482,3.7275,3.8757,4.2225,9.7768,1.5434,0.0931,1.7945,1.6425,0.4592,-100.75,13.7
UPAVEO,79.5,-2.47,230.12,52.7,29.2,-3.2083,-2.0891,2.22,1.98,91.88,111.39,0.364,-0.3279,-0.1774,0.1082,1.1537,2.8787,28.747,25.2344,0,0.9337,0.6456,3.2454,1.3246,1.2895,1.3928,3.7242,3.8918,4.1849,9.8611,1.4139,0.0197,1.5058,1.6225,0.3926,-80.35,13.6
GOTSOX,76.33,1.85,203.69,41.5,14.5,-3.5833,-1.84,2.22,1.97,91.08,101.8,0.2776,-0.309,-0.1479,0.1391,1.3086,2.8058,28.7444,25.2048,0.336,0.8165,0.6273,3.2425,1.3008,1.26,1.4293,3.7217,3.9047,4.1979,9.8648,1.204,0.0289,1.4844,1.6482,0.3622,-143.7,13.6
ROKYOF,81.32,4.99,178.84,32.5,16.5,-2.7635,-1.2904,1.94,1.93,90.78,103.8,0.3727,-0.329,-0.1758,0.0915,1.1346,1.8536,28.8446,25.253,0.1359,0.8939,0.6255,3.2387,1.2371,1.3364,1.4396,3.7277,3.9109,4.2335,9.793,1.7608,0.0778,1.4208,1.7442,0.3952,-91.8,13.6
