Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
AHESOW,84.55,194.06,3.08,6.61,10.41,38.3,27.5,13.5,568.21,-2.9101,-1.6208,1.91,2.26,1.9,0.2837,-0.2575,-0.895,-0.2274,1.689,2.9504,1.8314,2.764,28.8162,7.267,8.5599,7.0481,0.632,0.632,0.1976,3.1651,4.0093,1.4182,1.2626,1.3285,6.4575,12.453,4.1717,4.1502,4.131,9.8059,1.9648,1.8885,1.9815,1.9766,1.9945,3.5548,4.9058,1.5766,1.5859,1.7433,0.4344,0.101,0.1008,0.0678,0.0817,0.083,3.1457,3.9814,1.2696,1.5058,1.206,0.1004,0.02,0.0316,0.0119,0.0152,0.0217,22.7
AHIJEH,86.27,216.55,2.63,6.9,9.13,40.1,29.3,18.7,645.01,-4.3715,-3.073,2.14,1.88,1.94,0.4283,-0.2078,-0.5735,0.2247,2.669,3.0293,2.0656,3.358,28.9586,7.1448,8.4767,7.1089,0.5838,0.351,0.8356,3.1648,3.9606,1.2136,1.4024,1.3447,6.2772,12.5405,4.1991,4.1992,4.1421,9.754,1.9112,1.9933,1.9394,1.9086,2.0015,3.5364,4.6811,1.502,1.5134,1.6657,0.356,0.0736,0.0545,0.0741,0.0632,0.0906,3.0951,3.5371,1.2509,1.1965,1.0898,0.143,0.0172,0.0285,0.042,0.0214,0.034,10.7
AHILIM,62.44,155.22,2.29,5.07,11.02,24,15.4,9.5,528.49,-3.1305,-1.0888,2.06,2.15,1.87,0.3773,-0.2588,-0.593,-0.5664,1.6469,2.9215,1.9118,1.9695,28.8548,7.3266,8.5404,8.5255,0.6782,0.462,0.3841,3.1606,4.014,1.423,1.4058,1.1852,6.4463,12.3601,4.1514,4.1551,4.0535,9.8163,1.9212,1.9695,1.959,2.001,1.9657,3.5293,4.7222,1.6831,1.482,1.5572,0.3416,0.0908,0.0521,0.0615,0.0757,0.0614,3.5419,4.7181,1.4682,1.6825,1.5674,0.3064,0.0859,0.0593,0.0353,0.0931,0.0327,15.3
AHIROA,62.9,156.26,2.71,6.54,11.77,24,14.1,8.6,674.29,-3.1556,-1.6122,2.08,2.1,1.86,0.3855,-0.2578,-0.5863,-0.5845,1.6691,2.9178,1.9371,1.9335,28.8337,7.3258,8.5379,8.5374,0.6767,0.4421,0.4073,3.1601,4.0135,1.2345,1.385,1.3939,6.4371,12.3616,4.1032,4.1535,4.1049,9.8158,1.9138,1.9769,1.9648,1.9725,1.9877,3.5341,4.7187,1.551,1.6701,1.4977,0.3334,0.0551,0.0743,0.0752,0.0477,0.0811,3.5369,4.718,1.5963,1.4866,1.635,0.3296,0.0644,0.0573,0.0823,0.044,0.0816,15.5
AHUMEW,84.25,198.39,1.53,9.08,9.65,40.6,34.2,25.9,747.78,-4.1849,-1.7877,1.86,2.26,1.87,0.4798,-0.2333,-0.5912,-0.4787,1.9615,3.1081,2.0522,2.0333,28.8688,7.2107,8.5252,8.4345,0.7507,0.6375,0.2161,3.1569,3.9943,1.2709,1.3908,1.3325,6.3482,12.3865,4.043,4.1813,4.1622,9.7856,1.9509,1.9723,1.9356,1.9491,1.9776,3.4949,4.6983,1.462,1.585,1.6513,0.398,0.0815,0.0843,0.0683,0.1108,0.0531,3.5118,4.6141,1.4718,1.6691,1.4732,0.3528,0.0794,0.0813,0.0528,0.0777,0.0615,10.6
AHUMIA,88.95,186.35,2.95,9.02,9.97,34.8,30.6,24.7,824.4,-3.7679,-1.522,2.07,2,1.92,0.4534,-0.2311,-0.4812,-0.5702,1.8142,3.0817,2.022,2.0688,28.8233,7.2343,8.4955,8.5457,0.7086,0.3929,0.4649,3.1636,3.9857,1.2514,1.3724,1.3619,6.316,12.4008,4.0474,4.1787,4.1747,9.8298,1.9788,1.9771,1.9232,1.9578,1.993,3.4945,4.6226,1.4645,1.6743,1.4838,0.364,0.082,0.0816,0.0535,0.0919,0.055,3.506,4.6878,1.4752,1.5515,1.6611,0.3765,0.0818,0.0851,0.0563,0.1008,0.0526,6.9
AHUXIL,95.11,207.37,4.13,7.21,9.41,49.2,38.2,24.5,698.11,-4.0061,-2.9403,2.16,2.01,1.9,0.4115,-0.2516,-0.157,-0.5864,1.835,2.9936,2.7449,2.1366,28.7246,7.2672,7.1798,8.4272,0.7015,0.3484,0.4133,3.1676,4.0035,1.3846,1.4333,1.1856,6.3443,12.4203,4.1506,4.1401,4.1296,9.8239,1.9648,1.9667,1.9848,1.9586,1.949,3.1467,3.9103,1.2993,1.2068,1.4042,0.0999,0.0195,0.0153,0.0256,0.0254,0.0142,3.5049,4.6639,1.5125,1.6468,1.5046,0.4177,0.0882,0.0867,0.085,0.0656,0.0921,16.8
AHXGLP,104.58,201.55,2.13,5.13,6.49,39.6,26,12,443.34,-1.5114,0.8464,2.02,2.04,1.93,0.3581,-0.2354,-0.8653,-0.8788,1.9067,2.8509,1.8164,1.8036,28.8464,7.2784,8.5524,8.5423,0.5462,0.5394,0.5228,3.1696,3.9798,1.2884,1.3244,1.367,6.3562,12.4712,4.1477,4.1481,4.1754,9.8144,1.9324,1.9499,1.9803,1.9735,1.9783,3.5674,4.8937,1.7082,1.6397,1.5458,0.4042,0.0844,0.0889,0.0989,0.0466,0.0855,3.5715,4.9008,1.7238,1.5436,1.6334,0.4065,0.0868,0.079,0.0968,0.0492,0.0946,20.4
AJAGEX,62.6,154.98,1.68,2.61,7.61,23.9,12.1,5.8,379.46,-3.4032,-1.4624,2.06,2.16,1.86,0.3999,-0.2598,-0.5408,-0.5322,1.6615,2.928,1.9319,1.919,28.8349,7.3314,8.5051,8.4998,0.693,0.4667,0.3639,3.1602,4.016,1.422,1.3736,1.2204,6.4351,12.3507,4.1547,4.1206,4.0755,9.8142,1.9286,1.9569,1.9606,1.998,1.9702,3.5386,4.6944,1.6849,1.4875,1.522,0.3077,0.0708,0.0526,0.068,0.0654,0.0509,3.5485,4.6895,1.457,1.6405,1.592,0.2942,0.0741,0.0648,0.0346,0.0927,0.0279,21.4
AJAJEA,49.15,145.2,1.79,5.74,6.41,24.7,17.7,8.8,430.18,-4.0383,-0.0842,1.91,3,1.89,0.2818,-0.2807,-0.2657,-0.6407,1.5395,2.9271,2.9112,2.0261,28.8012,7.3015,7.358,8.482,0.6759,0.6311,0,3.1695,4.0318,1.386,1.4226,1.2233,6.5741,12.354,4.1281,4.1167,4.1092,9.7902,1.9289,1.9409,1.9468,1.9887,1.9848,3.1631,4.0236,1.3683,1.2801,1.3751,0.079,0.0147,0.0129,0.0146,0.0125,0.0242,3.563,4.8008,1.5451,1.7163,1.5394,0.2769,0.0574,0.0657,0.0538,0.046,0.0539,27.3
AJEJII,99.57,205.42,2.04,9.25,8.27,39.6,33.1,26.1,757.38,-3.5111,-2.5802,1.86,1.96,1.9,0.4789,-0.2341,-0.8253,-0.6087,2.2557,2.9319,1.8724,2.0755,28.7502,7.2438,8.5991,8.4423,0.6463,0.6379,0.4933,3.1645,3.9889,1.3073,1.2572,1.4244,6.3523,12.467,4.1471,4.1287,4.1912,9.7018,1.978,1.9042,1.8994,1.9745,1.9456,3.5615,4.8437,1.5989,1.54,1.7049,0.4201,0.0864,0.1008,0.0715,0.0689,0.0924,3.5182,4.6754,1.5275,1.4337,1.7142,0.415,0.0975,0.042,0.1089,0.0581,0.1086,22.7
AJEVAN,96.5,216.29,1.55,4.54,7.9,35.1,22.3,11.2,444.75,-3.0606,-1.3073,1.98,1.94,1.93,0.2841,-0.2461,-0.0883,-0.7271,1.8812,2.946,3.1419,2.0561,28.787,7.2689,6.9927,8.5703,0.6173,0.4634,0.5518,3.1683,3.9954,1.3189,1.2585,1.418,6.3837,12.5106,4.1791,4.2192,4.1122,9.8217,1.9625,1.9376,1.9471,1.9894,1.9851,3.1643,3.8025,1.1655,1.377,1.26,0.1215,0.0286,0.0216,0.023,0.0294,0.0187,3.5157,4.8014,1.6258,1.6179,1.5578,0.4099,0.0847,0.0834,0.0757,0.0824,0.0837,26.4
AJOFAG,81.84,181.87,2.76,6.48,9.33,37.2,31.6,23.6,653.99,-2.9508,-1.7983,1.94,2.03,1.89,0.3904,-0.2518,-0.8559,-0.6391,1.8986,2.915,1.8659,1.9256,28.8038,7.2939,8.5562,8.3971,0.6474,0.5902,0.3836,3.1653,4.0035,1.2153,1.3837,1.4046,6.394,12.4399,4.1214,4.1675,4.151,9.7757,1.9349,1.9285,1.9347,1.9758,2.0018,3.5609,4.8706,1.7058,1.4391,1.7257,0.4244,0.0951,0.0484,0.1101,0.0757,0.095,3.5178,4.634,1.4718,1.5266,1.6356,0.4873,0.1013,0.1027,0.1044,0.0871,0.0917,17.6
AJOHUF,95.97,229.96,1.96,7.06,10.11,39.1,29.6,17.8,592.68,-2.987,-1.6601,1.98,1.93,1.94,0.3167,-0.2469,-0.076,-0.7107,1.942,2.9221,3.0868,2.0523,28.7818,7.2624,7.1098,8.5531,0.6073,0.5149,0.5309,3.1699,3.9959,1.2662,1.3142,1.4155,6.3685,12.4978,4.1445,4.2156,4.1377,9.817,1.9362,1.9539,1.9671,1.9713,1.9885,3.1632,3.7937,1.2866,1.3472,1.1599,0.1191,0.0215,0.0212,0.0261,0.0251,0.0252,3.5148,4.7818,1.5593,1.6297,1.5928,0.4141,0.0895,0.0919,0.0693,0.0892,0.0742,25.6
AJONEV,79.77,176.64,3.25,8.24,8.3,31.6,24.9,16,583.17,-4.0253,-1.9305,1.98,2.24,1.89,0.3905,-0.2432,-0.4882,-0.1769,1.5652,3.0075,2.1603,2.7694,28.6706,7.267,8.4917,7.2753,0.6866,0.4225,0.1913,3.1615,3.9998,1.255,1.3775,1.3673,6.3925,12.385,4.0891,4.1637,4.1322,9.832,1.9508,1.972,1.9617,1.9729,1.9746,3.4825,4.6304,1.4655,1.6376,1.5273,0.3753,0.0928,0.0856,0.0618,0.0798,0.0553,3.1627,3.9064,1.3541,1.3212,1.2311,0.1077,0.0167,0.0223,0.023,0.019,0.0267,3.7
AJUCOY,80.6,188.05,1.59,10.85,8.87,37.5,30.9,19.1,731.42,-3.727,-1.6625,1.87,2.26,1.97,0.4135,-0.2265,-0.5018,-0.1081,2.0465,2.9199,2.2771,2.9083,28.7841,7.1842,8.4932,7.4036,0.4955,0.4702,0.1781,3.1754,3.9693,1.3938,1.3085,1.267,6.283,12.4604,4.1458,4.1643,4.1502,9.8431,1.9425,1.9628,1.9838,1.983,1.9712,3.4594,4.6222,1.4501,1.558,1.6141,0.4202,0.0983,0.1066,0.0552,0.1062,0.0539,3.1377,3.8485,1.3228,1.317,1.2087,0.122,0.0155,0.0273,0.0309,0.0224,0.0259,4
AJUQOM,92.53,193.83,3.21,7.47,8.39,38.3,31.9,21.8,668.98,-4.137,-3.098,1.91,2.05,1.95,0.5059,-0.213,-0.5726,-0.5417,2.5606,2.9738,2.1627,2.0718,28.8976,7.1551,8.4276,8.4106,0.5372,0.5946,0.4308,3.1678,3.9631,1.2333,1.37,1.3598,6.2277,12.4939,4.199,4.1553,4.1395,9.7726,1.9525,1.9693,1.9862,1.8634,2.0012,3.4851,4.6373,1.5924,1.4277,1.6172,0.4502,0.0843,0.0942,0.0821,0.0992,0.0904,3.5094,4.619,1.5035,1.6207,1.4948,0.4133,0.0815,0.077,0.0813,0.0748,0.0987,10
AKAKOM,88.7,195.56,2.53,9.53,7.66,39.3,34.5,24.3,633.33,-4.0526,-2.6389,1.87,2.2,1.94,0.484,-0.2159,-0.5439,-0.4752,2.3617,2.9628,2.2703,1.9543,28.8985,7.1381,8.3555,8.388,0.5488,0.6113,0.2562,3.1678,3.9661,1.2941,1.3573,1.3147,6.2503,12.47,4.1434,4.1825,4.1442,9.7957,1.9683,1.9813,1.9062,1.952,1.9878,3.4728,4.6219,1.5263,1.6338,1.4619,0.4492,0.0908,0.0872,0.0984,0.0862,0.0866,3.5029,4.5962,1.4863,1.4903,1.6196,0.3761,0.0785,0.0773,0.071,0.0693,0.08,10.4
AKIHAF,95.63,196.28,1.81,4.55,7.77,30.6,19.4,10.2,445.76,-2.7667,-1.3873,2,1.95,1.92,0.3936,-0.2452,-0.5773,-0.634,1.7579,2.8921,1.9644,2.0645,28.7134,7.2944,8.4972,8.5153,0.611,0.4007,0.4813,3.1679,3.9951,1.262,1.3102,1.4228,6.3534,12.4398,4.1547,4.1096,4.1755,9.8132,1.9353,1.9581,1.969,1.9744,1.9764,3.509,4.7177,1.4928,1.5325,1.6925,0.3506,0.0823,0.085,0.0442,0.092,0.0471,3.5075,4.734,1.526,1.512,1.696,0.3925,0.0774,0.0778,0.0827,0.0699,0.0847,16.9
AKOLAQ,62.58,155.82,2.88,9.28,10.98,25.2,18.8,14.1,681.12,-3.0964,-0.5226,2.11,2.07,1.87,0.3802,-0.2579,-0.5825,-0.6153,1.6541,2.9231,1.9311,1.923,28.8524,7.3301,8.5121,8.5306,0.6756,0.4103,0.449,3.1601,4.0134,1.284,1.4092,1.3201,6.4415,12.3624,4.1148,4.1605,4.0871,9.8159,1.911,1.9725,1.9658,1.9817,1.9849,3.5334,4.7083,1.5165,1.6792,1.5126,0.3408,0.0706,0.0769,0.0673,0.0502,0.0758,3.5289,4.7223,1.6312,1.476,1.6152,0.3641,0.0745,0.0538,0.0868,0.065,0.0841,15.2
AKUYIO,92.73,201.57,3.68,7.52,8.25,38.5,32.5,22.1,648.29,-3.2942,-1.7129,2.04,1.91,1.91,0.4171,-0.248,-0.608,-0.8255,1.8921,2.9267,2.0637,1.7877,28.8055,7.2821,8.4964,8.6577,0.6452,0.3447,0.6222,3.1676,3.9993,1.4043,1.3107,1.2843,6.3812,12.4266,4.1457,4.1401,4.1408,9.7751,1.9649,1.903,1.9602,1.9699,1.9771,3.5149,4.6437,1.5025,1.4968,1.6444,0.4495,0.1065,0.0751,0.0628,0.1183,0.0868,3.5468,4.8325,1.6641,1.481,1.6875,0.4463,0.1084,0.0943,0.0992,0.0595,0.0849,17.1
ALACEV01,82.14,194.29,1.72,9.15,7.6,33.5,24,14.2,568.28,-3.4082,-1.7482,2.08,1.96,1.91,0.1875,-0.268,-0.1401,-0.1333,1.8523,2.9342,3.1066,3.1667,28.8292,7.2973,7.1058,7.0111,0.6492,0.3595,0.5424,3.1689,4.0175,1.4272,1.2743,1.3161,6.4548,12.5245,4.1571,4.1866,4.1808,9.8332,1.9604,1.9353,1.9753,1.9626,1.9996,3.1628,3.8871,1.258,1.4231,1.206,0.0903,0.0128,0.0198,0.0254,0.0141,0.0182,3.1666,3.8427,1.3488,1.2008,1.2931,0.124,0.0267,0.0177,0.0299,0.0149,0.0347,23.7
ALALHC,79.64,209.52,2.19,6.33,5.88,39.7,29.7,13.7,480.41,-3.677,-1.2492,2.01,2.2,1.91,0.3492,-0.2566,-0.1182,-0.4704,1.6841,2.9651,3.1362,2.0803,28.7648,7.2888,7.2281,8.4477,0.6816,0.4787,0.2545,3.1663,4.0096,1.2422,1.3923,1.3751,6.4161,12.4057,4.1364,4.1631,4.1062,9.829,1.9191,1.9797,1.968,1.968,1.9943,3.1431,3.8936,1.37,1.355,1.1687,0.0815,0.0069,0.0227,0.023,0.0105,0.0184,3.5154,4.6262,1.4756,1.5193,1.6314,0.3288,0.0738,0.0617,0.0651,0.0583,0.0698,32.2
ALALIJ,86.09,187.19,1.67,7.4,14.84,28.5,16.8,9.6,626.16,-4.5265,-3.5619,2.27,1.77,1.91,0.552,-0.1895,-0.5127,-0.5155,2.5829,3.0355,2.0716,2.2353,28.7931,7.132,8.4309,8.5505,0.5439,0.2767,0.7467,3.1597,3.9464,1.2358,1.3919,1.3188,6.2445,12.4923,4.1828,4.1877,4.1218,9.7112,1.9412,1.986,1.932,1.8756,1.9765,3.5487,4.6574,1.4942,1.515,1.6482,0.3065,0.0675,0.0428,0.068,0.0581,0.0701,3.4756,4.6419,1.4561,1.6784,1.5074,0.398,0.0671,0.0779,0.0891,0.0866,0.0774,-1.2
ALDCAR,82.11,240.74,2.41,6.72,5.72,49.9,36.3,16.3,492.03,-3.2879,-1.3503,1.99,1.98,1.91,0.246,-0.2577,0.1455,-0.2314,2.1398,2.9534,3.0573,2.8763,28.8874,7.2766,7.0069,7.2669,0.6488,0.5461,0.5025,3.1671,4.0094,1.3394,1.3801,1.2899,6.4077,12.5355,4.163,4.169,4.2035,9.8109,1.9245,1.9794,1.9777,1.9766,1.9526,3.1513,3.575,1.1294,1.4026,1.043,0.1282,0.0211,0.0284,0.0284,0.0184,0.032,3.1518,4.0009,1.3926,1.2256,1.3828,0.0787,0.0197,0.0093,0.021,0.0136,0.0151,32.4
ALEGAC,85.34,190.33,1.95,8.01,10.42,33.4,29.6,23.3,717.09,-3.9316,-2.7369,1.89,2.08,1.92,0.497,-0.2263,-0.5546,-0.544,2.2144,2.9921,2.1779,2.0058,28.8425,7.216,8.4301,8.4039,0.6654,0.5352,0.3521,3.1652,3.9796,1.3896,1.2622,1.3277,6.2878,12.4398,4.1754,4.1605,4.104,9.7754,1.9354,1.9816,1.9594,1.966,1.9329,3.4903,4.659,1.564,1.6118,1.4832,0.4054,0.0714,0.0749,0.1083,0.0647,0.086,3.5145,4.6156,1.402,1.6133,1.6003,0.4139,0.0873,0.0823,0.0847,0.075,0.0845,3.5
ALETOC,63.25,157.29,1.71,4.01,17.75,24.1,14.1,8.4,660.77,-3.1501,-2.7457,2.09,2.06,1.86,0.3893,-0.2581,-0.582,-0.5839,1.6969,2.9203,1.9363,1.9382,28.8339,7.3289,8.5354,8.5371,0.6778,0.416,0.4489,3.1604,4.0136,1.3587,1.4136,1.2413,6.4322,12.3653,4.1282,4.1647,4.0724,9.8132,1.9137,1.9664,1.9651,1.9834,1.9845,3.5369,4.7154,1.4955,1.7013,1.5186,0.3297,0.0731,0.069,0.0564,0.0665,0.0647,3.5337,4.7168,1.6523,1.4586,1.6059,0.3334,0.0803,0.0479,0.0701,0.0563,0.0789,17.7
ALODAH,84.26,193.42,1.54,5.68,6.49,33.5,21.6,10.4,419.19,-3.9402,-3.1282,1.97,1.97,1.89,0.4306,-0.2517,-0.0565,-0.5792,2.0799,2.9872,3.2252,2.0427,28.6998,7.2777,7.0609,8.4898,0.6781,0.5135,0.4655,3.164,4.0068,1.1755,1.3936,1.4377,6.3492,12.4615,4.0798,4.1894,4.1923,9.7587,1.9515,1.9491,1.9097,1.9412,2.0073,3.1693,3.7901,1.4617,1.1249,1.2035,0.0971,0.0121,0.0341,0.0178,0.015,0.0181,3.5115,4.714,1.4687,1.547,1.6983,0.3536,0.0704,0.0922,0.0495,0.0884,0.0531,21.3
AMACEY,58.19,176.1,2.86,7.94,7.38,35.5,31.1,21.3,629.1,-4.7199,-1.6889,3.49,2.22,1.88,0.1787,-0.2782,-0.4387,0.9677,1.9475,2.9838,2.9254,4.0311,28.9691,7.3238,7.6492,14.5109,0.7192,0,1.0002,3.1676,4.0322,1.4436,1.4111,1.1775,6.5795,12.439,4.0686,4.2834,4.0869,9.8028,1.9533,1.9843,1.9547,1.9692,1.9414,3.2004,4.1805,1.4029,1.4482,1.3295,0.0577,0.0093,0.012,0.0143,0.0167,0.0054,4.9331,8.889,2.8737,3.0884,2.9268,0.2103,0.0438,0.0651,0.0451,0.0291,0.0272,25.6
AMATEO,84.16,193.31,1.54,5.67,6.47,33.5,21.6,10.4,418.78,-3.95,-3.1201,1.97,1.97,1.89,0.4314,-0.2509,-0.5799,-0.0584,2.0838,3.0003,2.0429,3.2274,28.6968,7.2716,8.4901,7.0648,0.6841,0.4647,0.5128,3.1645,4.0055,1.3831,1.3052,1.3172,6.3507,12.4601,4.1972,4.1801,4.0828,9.7578,1.9472,1.9778,1.9797,1.906,1.9472,3.5115,4.7147,1.6322,1.5334,1.5492,0.3536,0.0737,0.0649,0.0779,0.0544,0.0827,3.1701,3.7913,1.1988,1.2838,1.3087,0.097,0.0192,0.0174,0.0178,0.0166,0.026,21.4
AMAYIY,62.94,156.34,2.24,4.84,16.25,24,14.1,8.3,683.18,-3.1268,-1.2892,2.07,2.1,1.86,0.3824,-0.258,-0.5917,-0.5884,1.6652,2.9181,1.9324,1.9297,28.8345,7.3281,8.5401,8.5376,0.6756,0.4385,0.4099,3.1603,4.0135,1.2179,1.3593,1.4362,6.4386,12.363,4.0957,4.1511,4.1162,9.816,1.9075,1.9845,1.9796,1.9721,1.9723,3.5343,4.7234,1.5868,1.639,1.4976,0.3339,0.0484,0.0738,0.0819,0.0446,0.0852,3.5371,4.722,1.5641,1.5216,1.6363,0.3293,0.0586,0.0641,0.0833,0.0449,0.0784,16
AMEMAI,83.64,203.79,1.8,8.36,5.95,35.8,26.5,15.5,544.27,-4.0873,-2.8929,2.06,2.05,1.91,0.3959,-0.2552,-0.1246,-0.6647,1.7665,2.9843,3.1958,2.045,28.7422,7.3134,7.1611,8.6272,0.6925,0.4211,0.3139,3.1688,4.0064,1.4211,1.3453,1.24,6.3832,12.4019,4.1062,4.1378,4.1579,9.819,1.954,1.9348,1.9655,1.9616,2.003,3.1538,3.8833,1.3264,1.2225,1.3343,0.0876,0.0211,0.012,0.0196,0.0199,0.015,3.5116,4.7262,1.465,1.5651,1.696,0.4269,0.1013,0.0764,0.077,0.1091,0.063,20.6
AMETMA,80.01,198.61,2.7,8.21,7.57,38.9,30,17.5,581.29,-3.0963,-0.1857,1.97,2.22,1.91,0.2925,-0.2578,-0.223,-0.6662,1.6924,2.9372,2.71,2.0583,28.8268,7.2899,7.3294,8.5237,0.6447,0.5624,0.2677,3.167,4.009,1.2802,1.3054,1.4234,6.4503,12.4346,4.1783,4.1177,4.1387,9.8226,1.9461,1.9293,1.9781,1.9753,1.9938,3.1599,3.9857,1.4089,1.1591,1.4178,0.0774,0.0248,0.0087,0.0133,0.0126,0.018,3.535,4.7364,1.5026,1.6088,1.6251,0.3948,0.0791,0.0862,0.0786,0.0819,0.069,22.5
AMHPYR,83.19,175.67,2.05,4.04,7.34,27.2,17.4,9.6,437.18,-3.2152,-0.2357,2.04,2.18,1.89,0.3726,-0.2528,-0.6764,-0.6424,1.6682,2.9017,1.6882,2.0122,28.7766,7.3074,8.4814,8.5645,0.6523,0.4915,0.3529,3.1621,4.0071,1.3446,1.4281,1.2344,6.4134,12.3972,4.1365,4.149,4.1118,9.8167,1.9415,1.9344,1.958,1.9855,1.9973,3.6007,4.7107,1.713,1.2617,1.736,0.3649,0.0956,0.042,0.09,0.0531,0.0843,3.5481,4.7492,1.5232,1.6857,1.5403,0.3451,0.0719,0.0721,0.058,0.077,0.0661,29.5
AMIDEF,98.55,197.72,4.26,5.86,9.8,35.8,26.6,18.8,678.86,-2.4268,-1.0417,2.01,1.99,1.93,0.3921,-0.2424,-0.7531,-0.7545,1.8607,2.863,2.008,2.0091,28.833,7.292,8.5454,8.5484,0.5975,0.4938,0.5183,3.1686,3.9908,1.3167,1.3569,1.3171,6.3521,12.4387,4.1549,4.1615,4.1222,9.8171,1.9512,1.9394,1.9793,1.9689,1.9784,3.543,4.8199,1.7347,1.5522,1.533,0.3902,0.0686,0.0678,0.1008,0.0517,0.1013,3.5388,4.8224,1.4275,1.781,1.6138,0.3933,0.0975,0.1058,0.038,0.1112,0.0407,20.4
AMILEP,62.77,155.82,1.89,10.56,9.19,24,14,9.5,621.34,-3.2606,-2.0983,2.13,2.06,1.86,0.3926,-0.2585,-0.565,-0.577,1.6621,2.9255,1.9466,1.937,28.8256,7.3326,8.5224,8.5362,0.683,0.384,0.4487,3.1603,4.0143,1.2775,1.4071,1.3296,6.4342,12.3575,4.1182,4.1511,4.0881,9.8157,1.9133,1.9726,1.9646,1.9757,1.9895,3.5379,4.7065,1.5247,1.6767,1.5051,0.3206,0.0584,0.0733,0.0656,0.0524,0.0709,3.5319,4.712,1.6219,1.4757,1.6144,0.3331,0.0712,0.0553,0.0792,0.0476,0.0797,14.9
AMNPQH10,83.93,185.69,1.52,6,8.52,28.8,18.1,11.1,493.52,-4.2716,-3.8426,1.94,1.97,1.85,0.5415,-0.2314,-0.5456,-0.5845,2.1596,2.9855,2.1119,2.0695,28.6568,7.3011,8.4814,8.4976,0.7234,0.5545,0.5037,3.1681,3.9813,1.3777,1.4009,1.2028,6.3273,12.4327,4.1506,4.15,4.1322,9.6984,1.9591,1.9458,1.9838,1.8688,1.9409,3.5156,4.6317,1.4351,1.6656,1.5309,0.3983,0.07,0.0639,0.1049,0.0525,0.1071,3.5254,4.6931,1.5775,1.5012,1.6144,0.366,0.0814,0.0515,0.0884,0.0583,0.0864,13.8
AMOPOJ,62.35,154.64,2.44,7.5,9.44,24.1,16.7,12.8,640.53,-3.2108,-1.1615,2.1,2.11,1.87,0.3847,-0.2586,-0.5553,-0.5889,1.6383,2.9249,1.9657,1.9321,28.8466,7.332,8.522,8.5423,0.683,0.4293,0.4014,3.1605,4.0141,1.2711,1.3296,1.4133,6.4405,12.3553,4.1184,4.128,4.1088,9.8195,1.9183,1.9763,1.9714,1.987,1.9665,3.5358,4.7099,1.6452,1.577,1.4877,0.3096,0.0479,0.0707,0.0769,0.0485,0.0656,3.534,4.7179,1.4988,1.5782,1.6409,0.337,0.0678,0.0778,0.0602,0.0685,0.0628,22.8
AMXPRI10,85.89,189.56,1.75,7.82,6.79,33.8,24.4,16.9,584.71,-3.9169,-2.7813,1.87,2.34,2.01,0.5295,-0.2208,-0.5999,-0.3311,2.1841,2.9063,2.1507,2.9295,28.7215,7.2354,8.47,7.5978,0.4679,0.5821,0.1891,3.1811,3.9594,1.337,1.2892,1.3332,6.2798,12.4119,4.1862,4.1403,4.0853,9.7789,1.9258,1.9627,1.9598,1.9676,1.963,3.4972,4.7128,1.4924,1.6087,1.6118,0.39,0.0738,0.061,0.0915,0.0663,0.0975,3.2004,4.0701,1.5279,1.2416,1.3006,0.0606,0.0068,0.0139,0.0211,0.0067,0.0121,2.1
