Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(p),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(s),Orbital Charge L1(p),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(s),Orbital Charge L2(p),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
DOQTAH,80.82,218.08,2.93,7.79,7.11,47.1,35,19.6,603.56,-3.7519,-2.3313,2.11,2.09,1.93,0.3539,-0.2371,-0.0789,0.1364,2.1597,2.953,3.0978,2.9496,28.7888,7.2339,7.1125,7.0611,0.6412,0.3202,0.4383,3.1686,3.9887,1.3934,1.1697,1.4255,6.3367,12.5009,4.187,4.1468,4.1671,9.8086,1.9846,1.9179,1.9763,1.9637,1.9661,3.1669,3.821,1.2705,1.39,1.1605,0.091,0.0113,0.0121,0.0364,0.0103,0.0209,3.1684,3.5686,1.257,1.0553,1.2563,0.1266,0.0423,0.0173,0.0234,0.0187,0.0248,32.2
DOTDAU,69.53,168.56,1.57,4.84,7.28,26.5,20.2,10.8,457.73,-3.8753,-1.5391,2.75,1.87,1.88,0.2425,-0.2808,0.1335,-0.3961,1.6252,2.9355,3.0393,3.0282,28.8027,7.304,7.0302,7.5749,0.68,0,0.6419,3.1693,4.0317,1.4243,1.3344,1.273,6.5599,12.403,4.1368,4.098,4.1682,9.7946,1.9547,1.9186,1.9515,1.9907,1.9792,3.1964,3.5416,1.3851,1.1408,1.0157,0.1285,0.0147,0.0271,0.0351,0.026,0.0256,3.2173,4.1167,1.4415,1.2847,1.3904,0.0621,0.0143,0.0048,0.018,0.0113,0.0138,42.7
DOTQUY,89.7,240.77,2.47,12.2,6.58,54.8,44.9,26.5,756.01,-3.5911,-1.0263,2.2,2.07,1.97,0.2468,-0.2538,-0.1983,-0.3837,1.7117,2.9635,2.7129,2.8489,28.7672,7.2322,7.0633,7.7353,0.617,0.3468,0.3119,3.1733,4.0012,1.3863,1.3548,1.2601,6.4019,12.4723,4.1697,4.1652,4.1375,9.8789,1.9587,1.9655,1.981,1.985,1.9886,3.1565,3.9471,1.2913,1.4603,1.1955,0.0946,0.018,0.0283,0.0139,0.0141,0.0203,3.1961,4.1242,1.3438,1.3505,1.4299,0.0634,0.0133,0.0116,0.0142,0.0113,0.013,39.2
DOTRAG,85.04,184.01,1.62,5.63,9.23,28.8,19.7,13.3,524.97,-4.5255,-4.1282,1.98,2.01,1.84,0.5521,-0.2249,-0.4636,-0.496,2.0994,3.0076,2.112,2.0973,28.6773,7.3014,8.4684,8.4645,0.7495,0.5218,0.5164,3.17,3.973,1.3872,1.3901,1.1957,6.3199,12.4126,4.1465,4.1409,4.1252,9.7154,1.9623,1.9448,1.9847,1.8527,1.9709,3.5168,4.5884,1.4018,1.6708,1.5158,0.3584,0.0579,0.0648,0.0901,0.0472,0.0984,3.5255,4.6273,1.5063,1.5115,1.6095,0.3432,0.0756,0.0448,0.0852,0.0504,0.0872,33.1
DOTTEL,62.16,185.33,1.84,8.79,7.49,32.9,28.2,20.6,618.64,-3.2596,-0.9288,2.23,1.98,1.85,0.3935,-0.2577,-0.5811,-0.6208,1.7098,2.9541,1.9319,1.9085,28.8665,7.3091,8.4831,8.4924,0.6979,0.287,0.5393,3.1577,4.0152,1.229,1.3656,1.4206,6.4399,12.364,4.0507,4.1732,4.14,9.8026,1.9489,1.9699,1.9324,1.9618,1.9896,3.5453,4.7132,1.5528,1.6789,1.4814,0.3226,0.0411,0.0698,0.0806,0.0477,0.0834,3.5175,4.7222,1.585,1.4814,1.6558,0.3811,0.0668,0.0613,0.1049,0.0538,0.0943,43.4
DOVPAG,80.8,176.64,2.17,9.14,9.92,33.7,28.3,21.3,758.59,-3.3019,-1.1613,2.27,1.91,1.88,0.3643,-0.2547,-0.4725,-0.7913,1.669,2.9758,1.9976,1.8443,28.853,7.2466,8.3974,8.5419,0.6759,0.2048,0.612,3.161,4.0106,1.4126,1.4092,1.1888,6.4484,12.3997,4.1553,4.1722,4.0721,9.7877,1.881,1.9925,1.9765,1.9791,1.9587,3.5191,4.6145,1.457,1.5029,1.6547,0.3388,0.0678,0.0541,0.0746,0.053,0.0894,3.5345,4.8413,1.5841,1.6665,1.5908,0.4155,0.0726,0.0836,0.0828,0.1019,0.0747,47
DOWROY,80.82,217.05,1.7,9.42,8.91,38,26.8,14.9,598.1,-3.4022,-2.3278,2.05,2,1.9,0.253,-0.2647,-0.1567,-0.1248,1.85,2.963,2.9878,3.185,28.789,7.2945,7.3297,7.1007,0.6737,0.4202,0.4438,3.1692,4.0139,1.43,1.2419,1.3421,6.431,12.4934,4.1281,4.1874,4.1779,9.8226,1.94,1.9441,1.962,1.9703,2.0063,3.1442,3.9351,1.3382,1.2074,1.3895,0.0775,0.0185,0.0093,0.0233,0.0116,0.0147,3.1616,3.8686,1.3538,1.3069,1.2078,0.0946,0.0116,0.0236,0.023,0.0172,0.0192,40.8
DOWSIU,94.09,238.28,1.9,13.77,10.08,38.6,27,17,871.6,-3.1054,-2.3652,1.92,1.97,1.94,0.3202,-0.2523,-0.6867,-0.1004,2.0479,2.8945,2.0563,3.0677,28.8039,7.2842,8.5334,7.0965,0.6079,0.5184,0.5572,3.1727,3.9995,1.2311,1.3383,1.4301,6.379,12.5014,4.1014,4.2327,4.1673,9.7994,1.9414,1.943,1.9764,1.9604,1.9781,3.5128,4.7589,1.5535,1.5986,1.6069,0.415,0.0874,0.0879,0.0768,0.0842,0.0786,3.1724,3.8105,1.2718,1.373,1.1657,0.1175,0.0209,0.02,0.0323,0.0216,0.0227,42.9
DOWSUG,93.54,235.19,2.7,13.77,7.73,38.6,27.5,17.7,841.5,-3.2207,-2.309,1.96,1.99,1.95,0.2935,-0.2512,-0.6568,-0.1001,1.9352,2.9843,2.0346,3.044,28.8496,7.2192,8.5324,7.0754,0.6249,0.4561,0.5371,3.1724,3.9989,1.338,1.3625,1.2984,6.3967,12.4958,4.0763,4.2396,4.18,9.8139,1.9503,1.9526,1.9776,1.9546,1.9787,3.5094,4.7285,1.5217,1.586,1.6207,0.419,0.0822,0.0794,0.087,0.0761,0.0943,3.1745,3.8091,1.2773,1.3791,1.1527,0.1164,0.0191,0.02,0.0347,0.0209,0.0217,43.7
DOWVUJ,80.13,197.45,1.7,5.14,7.7,33.6,24.3,12,475.7,-4.1956,-2.5348,2.03,2.11,1.94,0.3203,-0.2431,-0.095,-0.0894,2.0148,2.9389,3.3027,3.2688,28.79,7.272,7.3869,7.3149,0.6275,0.4029,0.3093,3.1717,3.9908,1.3975,1.4098,1.1835,6.335,12.4844,4.1306,4.1646,4.1893,9.8603,1.9582,1.9823,1.977,1.9764,1.9665,3.1018,3.863,1.307,1.3042,1.2517,0.1301,0.0248,0.0211,0.0335,0.0221,0.0286,3.1064,3.8552,1.3869,1.1051,1.3633,0.1278,0.0323,0.0101,0.0407,0.0145,0.0302,31.7
DOWWOE,77.1,180.93,2.1,5.15,7.19,31.9,21.4,10.9,447.78,-3.8953,-1.8027,2.01,2.27,1.93,0.2795,-0.2457,-0.372,-0.0993,1.764,2.9433,2.968,3.2138,28.79,7.2696,7.7534,7.2812,0.6204,0.4176,0.1807,3.1686,3.996,1.347,1.3947,1.2543,6.3929,12.466,4.1564,4.1201,4.1895,9.8616,1.9774,1.9455,1.9635,2.005,1.9701,3.2009,4.1065,1.3571,1.245,1.5044,0.0646,0.0209,0.0121,0.0081,0.0069,0.0166,3.1183,3.8545,1.1657,1.3374,1.3513,0.1265,0.0393,0.0244,0.0156,0.0319,0.0152,33.2
DOWYEW,78.29,176.86,1.93,8.67,9.03,29,22.4,15.8,625.77,-3.2815,-0.3848,2.42,1.87,1.86,0.3159,-0.2587,0.1686,-0.8431,1.6469,2.934,2.8088,1.9301,28.8181,7.266,7.0895,8.5919,0.68,0.152,0.6284,3.1596,4.0156,1.1985,1.4217,1.3954,6.4859,12.4095,4.0913,4.1481,4.1701,9.7888,1.9546,1.9378,1.9376,1.978,1.9808,3.1724,3.5447,1.2798,1.2523,1.0126,0.1143,0.0132,0.0253,0.0345,0.0208,0.0204,3.5364,4.8801,1.5638,1.6394,1.677,0.4265,0.0913,0.0949,0.0863,0.0831,0.0709,33.2
DOWZIB,88.45,187.11,1.52,11.97,7.03,36.2,25.4,16.1,756.55,-3.213,-1.9198,1.99,2.04,1.91,0.4327,-0.2502,-0.5863,-0.4802,1.801,2.9207,1.9684,2.1026,28.7285,7.307,8.457,8.4488,0.6281,0.4546,0.3688,3.1679,4.0006,1.3758,1.3679,1.2569,6.3422,12.4094,4.2299,4.0981,4.0815,9.8157,1.9814,1.9672,1.9781,1.9084,1.9806,3.5043,4.717,1.5935,1.6174,1.5062,0.3651,0.0638,0.0788,0.0822,0.0886,0.0517,3.4975,4.6228,1.5875,1.4448,1.5906,0.3599,0.0731,0.0667,0.0747,0.0873,0.0581,34.2
DOXLEH,80.71,203.14,3.38,6.63,13.25,35.2,25.9,18.9,758.83,-3.8676,-2.6595,2.02,2.05,1.9,0.2535,-0.269,-0.1232,-0.1154,1.8444,2.9707,3.1416,3.1077,28.7628,7.3128,7.156,7.1295,0.6882,0.4553,0.3964,3.1696,4.0185,1.3931,1.3363,1.2891,6.4293,12.495,4.1527,4.1938,4.1484,9.8222,1.9404,1.9752,1.9615,1.9523,1.9928,3.155,3.8755,1.2484,1.4201,1.207,0.0928,0.0155,0.0189,0.023,0.0164,0.019,3.1537,3.8685,1.3049,1.2023,1.3613,0.0932,0.0235,0.0105,0.0244,0.0121,0.0228,35.5
DOXNUZ,62.14,154.58,1.83,6.83,10.47,25,17,11.9,577.77,-3.1777,-0.4569,2.05,2.16,1.87,0.3797,-0.2593,-0.5857,-0.5831,1.6406,2.921,1.9381,1.9073,28.8559,7.3262,8.5314,8.5192,0.6789,0.4872,0.3561,3.1606,4.0147,1.3494,1.4139,1.2513,6.4479,12.3577,4.1286,4.1569,4.0721,9.8147,1.9178,1.9592,1.963,1.9866,1.9881,3.5324,4.7203,1.6526,1.4592,1.6085,0.3331,0.0822,0.0483,0.0695,0.0536,0.0796,3.5408,4.7168,1.4936,1.7053,1.518,0.3254,0.0754,0.0732,0.0588,0.0631,0.0549,42.5
DOXREP,90.91,193.92,2.37,6.99,9.85,30.2,22.1,16.4,644.5,-2.8566,-1.7652,1.95,1.94,1.92,0.414,-0.2471,-0.6038,-0.6968,1.876,2.9022,2.1224,2.021,28.7193,7.2835,8.4838,8.538,0.6102,0.4681,0.5089,3.1688,3.9966,1.2745,1.395,1.3271,6.351,12.4488,4.1082,4.1935,4.147,9.7862,1.9304,1.929,1.962,1.961,2.0037,3.5072,4.6924,1.4821,1.5273,1.683,0.4041,0.0994,0.0632,0.0811,0.0799,0.0806,3.5081,4.7616,1.5593,1.5936,1.6088,0.4271,0.0946,0.0876,0.0845,0.0842,0.0761,41.4
DOXXUL,86.91,188.64,2.25,6.72,9.44,29,18.8,13.4,575.29,-4.5933,-3.7135,2.17,1.81,1.91,0.5578,-0.1883,-0.5395,-0.5054,2.6791,3.0455,2.0676,2.2217,28.8387,7.132,8.4767,8.5323,0.567,0.349,0.7521,3.1579,3.9468,1.2112,1.3804,1.3552,6.2266,12.5028,4.1868,4.1891,4.127,9.7127,1.9348,1.9964,1.9483,1.8477,1.9854,3.541,4.6472,1.4832,1.488,1.6761,0.3513,0.0683,0.0489,0.0754,0.0614,0.0972,3.4847,4.632,1.4544,1.6392,1.5383,0.3888,0.0635,0.0707,0.092,0.0769,0.0857,21.8
DOXYIY,113.75,No Value,2.02,8.1,7.53,38.8,28.7,19.9,609.93,-4.2088,-3.0004,1.92,2.03,1.95,0.5347,-0.1984,-0.5859,-0.5968,2.4584,2.9589,2.1904,2.063,28.817,7.1452,8.467,8.4266,0.538,0.5553,0.4173,3.1653,3.9518,1.3493,1.2152,1.3873,6.2334,12.4755,4.141,4.1922,4.1422,9.7564,1.9512,1.9856,1.9823,1.9822,1.8551,3.4939,4.6612,1.4494,1.6671,1.5447,0.4308,0.1064,0.0967,0.0597,0.103,0.065,3.5176,4.6548,1.4879,1.7285,1.4385,0.4245,0.0851,0.0997,0.0647,0.1025,0.0724,26.9
DOZREP10,82.93,179.6,2.78,4.61,7.32,27.9,19,12.3,479.92,-4.4986,-3.9591,2.17,1.93,1.83,0.5003,-0.2418,-0.4642,-0.4988,1.9406,3.0043,2.0987,2.1595,28.6901,7.3091,8.4241,8.453,0.7609,0.3314,0.5787,3.1679,3.9917,1.41,1.3098,1.2718,6.3657,12.3963,4.1341,4.1228,4.1393,9.7377,1.9514,1.9437,1.9662,1.8749,2.0015,3.535,4.5931,1.4111,1.6529,1.529,0.3361,0.0605,0.0718,0.0771,0.046,0.0806,3.5073,4.6299,1.4874,1.5035,1.639,0.3616,0.0798,0.0549,0.0867,0.0578,0.0825,35.9
DPCBAZ,85.89,221.92,1.94,7.62,5.82,37.8,29.7,18.8,569.38,-4.4162,-3.635,1.83,1.96,1.92,0.5308,-0.1687,-0.6372,-0.0182,2.8543,3.0719,2.0827,3.1329,28.7927,7.1547,8.5048,6.9386,0.5538,0.573,0.6876,3.1585,3.928,1.3581,1.3405,1.2294,6.2507,12.5511,4.1748,4.189,4.1874,9.6674,1.9359,1.8547,1.9356,2.0086,1.9326,3.5057,4.706,1.4913,1.4949,1.7198,0.4255,0.0913,0.0757,0.0862,0.0769,0.0953,3.1883,3.7114,1.3209,1.1995,1.191,0.1185,0.0171,0.0271,0.0237,0.0303,0.0203,15.9
DPUREA02,66.25,222.05,1.72,7.34,6.16,36.8,27.3,16.4,563.61,-2.4431,-0.4486,2,2,1.88,0.1729,-0.2564,-0.247,-0.2469,1.8647,2.9103,2.9638,2.9657,28.8844,7.2745,7.2597,7.2613,0.6293,0.4269,0.4381,3.1632,4.0081,1.2821,1.3867,1.3393,6.4598,12.5282,4.1349,4.223,4.1703,9.8391,1.9307,1.9606,1.9747,1.9867,1.9863,3.1526,4.0153,1.3918,1.3725,1.251,0.0791,0.0098,0.0167,0.0192,0.0104,0.023,3.1515,4.0162,1.4224,1.266,1.3278,0.0792,0.0112,0.0146,0.0168,0.0107,0.0259,47.3
DTBUBZ01,62.92,156.35,3.11,5.7,10.31,24,14.1,10.5,632.26,-3.1454,-1.4578,2.08,2.1,1.86,0.3847,-0.2578,-0.5894,-0.586,1.6677,2.919,1.937,1.9358,28.8338,7.3271,8.5416,8.5411,0.6762,0.4351,0.4169,3.1601,4.0135,1.3247,1.3875,1.3013,6.4372,12.3622,4.1136,4.1674,4.0813,9.8158,1.9116,1.9728,1.9681,1.9818,1.9816,3.5351,4.7198,1.6346,1.4651,1.6201,0.3344,0.0747,0.0507,0.0753,0.0522,0.0816,3.5367,4.7181,1.5084,1.6983,1.5114,0.3312,0.066,0.0714,0.0635,0.0585,0.0718,39.4
DUBHOZ,86.7,202.22,1.52,10.22,10.4,34.5,24.6,16.7,788.66,-3.6677,-2.7625,1.96,2.05,1.9,0.4662,-0.2448,-0.7471,-0.4751,1.8335,2.993,2.0202,2.1222,28.718,7.2939,8.5667,8.4617,0.6974,0.4418,0.3788,3.1656,3.9981,1.383,1.2886,1.3265,6.3406,12.4027,4.1746,4.1316,4.0964,9.7905,1.9585,1.9832,1.9597,1.9275,1.9617,3.5146,4.7172,1.584,1.5529,1.5803,0.5154,0.0965,0.0915,0.1419,0.0647,0.1208,3.4937,4.633,1.4932,1.5571,1.5828,0.3484,0.0612,0.0655,0.0775,0.0567,0.0875,72.5
DUBJAN,90.85,224.9,1.95,9.22,8.77,37.7,27.6,17.7,649.06,-3.395,-2.7801,2,1.98,1.91,0.3836,-0.2474,-0.1741,-0.51,1.9395,2.9506,3.0356,2.1061,28.7776,7.2641,7.2565,8.483,0.6637,0.4874,0.4268,3.1695,3.9981,1.2438,1.3324,1.4218,6.3723,12.4447,4.0695,4.2164,4.1589,9.7993,1.9439,1.9667,1.9914,1.9668,1.9306,3.154,3.9365,1.312,1.4021,1.2223,0.0836,0.015,0.0157,0.0251,0.0107,0.0171,3.495,4.6402,1.4771,1.578,1.5852,0.3747,0.0761,0.0816,0.0648,0.0826,0.0696,35.8
DUBSOJ,87.55,195.75,2.45,5.14,8.52,34,25,14.1,528.3,-2.0663,-0.5535,2.02,1.98,1.9,0.2451,-0.2501,-0.2237,-0.906,1.8944,2.8858,2.7932,1.8647,28.8582,7.2768,7.1877,8.5559,0.6056,0.4182,0.5733,3.1658,3.9987,1.3181,1.4083,1.2722,6.4264,12.511,4.1474,4.2018,4.1617,9.8175,1.9452,1.932,1.9836,1.9794,1.9773,3.178,3.964,1.2791,1.3812,1.3037,0.0817,0.0178,0.0149,0.0167,0.0131,0.0192,3.5728,4.909,1.7346,1.472,1.7024,0.4242,0.093,0.067,0.1114,0.0579,0.095,39.5
DUCSAY,81.42,201.98,2.15,7.4,10,31.8,25.1,16.3,601.74,-4.1017,-3.7865,2.02,2.08,1.86,0.3932,-0.25,-0.5557,-0.0503,1.9385,2.9571,2.1157,3.0054,28.7435,7.3189,8.5229,7.1082,0.7379,0.457,0.4654,3.1671,4.0014,1.2793,1.3012,1.4209,6.3848,12.431,4.1267,4.1713,4.133,9.791,1.9454,1.961,1.9529,1.9565,1.9751,3.5184,4.6618,1.5024,1.5009,1.6586,0.3756,0.0828,0.0582,0.0884,0.062,0.0842,3.1874,3.7469,1.2517,1.374,1.1212,0.116,0.0151,0.0286,0.0248,0.0194,0.0282,41.3
DUCZOR,80.49,221.85,2.57,8.7,10.32,38.7,28.7,17.6,646.6,-3.757,-2.3355,1.94,2.18,1.95,0.412,-0.2186,-0.6199,-0.0859,2.1373,2.9791,2.1437,3.0344,28.8481,7.1988,8.5521,7.1978,0.594,0.5044,0.3316,3.1669,3.9696,1.2933,1.3824,1.294,6.2978,12.4691,4.1896,4.127,4.1525,9.8211,1.9392,1.9697,1.9664,1.9777,1.9681,3.5006,4.7049,1.5306,1.5265,1.6478,0.4144,0.1085,0.0833,0.0671,0.0985,0.0569,3.1774,3.7956,1.2313,1.2678,1.2965,0.1129,0.0139,0.028,0.0176,0.0327,0.0208,25.1
DUDFOY,102,198.71,1.52,10.86,9.27,36.5,24.6,12.9,599.93,-3.5988,-1.2622,2.01,2.06,1.92,0.438,-0.2338,-0.5747,-0.5831,1.7536,2.9917,2.1716,2.1007,28.7571,7.2429,8.4983,8.4815,0.6544,0.4581,0.3732,3.1642,3.988,1.2227,1.4027,1.3627,6.3153,12.4061,4.049,4.1554,4.2017,9.8407,1.9671,1.9718,1.9527,1.9585,1.9906,3.5058,4.7045,1.5888,1.5845,1.5312,0.3644,0.0833,0.0478,0.0746,0.094,0.0646,3.5107,4.709,1.4931,1.7269,1.489,0.3635,0.0854,0.0866,0.0476,0.0913,0.0525,33.5
DUDHOA,80.5,226.15,1.87,7.62,8.19,37.7,28.4,17.2,561.45,-3.9605,-2.939,2.11,2,1.9,0.3879,-0.2496,-0.0429,-0.6041,1.8628,2.958,3.1081,2.0777,28.748,7.2911,7.0557,8.5317,0.6844,0.4196,0.4688,3.1681,4.0014,1.2873,1.3096,1.4046,6.3757,12.4246,4.1313,4.1869,4.1064,9.8118,1.9351,1.9652,1.9694,1.9802,1.9618,3.1614,3.7667,1.2493,1.3881,1.1294,0.1148,0.0118,0.0298,0.0227,0.0192,0.0312,3.5158,4.6901,1.51,1.5297,1.6504,0.3982,0.0806,0.0654,0.1023,0.0563,0.0936,33.4
DUDMIY,67.89,174.71,1.89,6.76,8.44,34.6,27.8,15.8,530.71,-3.6836,-0.6293,3.16,1.82,1.85,0.3858,-0.2639,-0.4002,-0.7465,1.6899,3.0287,2.2675,2.0306,28.819,7.2368,8.3346,8.5868,0.7073,0,0.7484,3.16,4.0211,1.4092,1.418,1.194,6.4935,12.3606,4.1983,4.1197,4.0427,9.7601,1.8904,1.9742,1.9833,1.9347,1.9775,3.5242,4.6249,1.4248,1.5162,1.6839,0.2511,0.0461,0.0238,0.0649,0.0419,0.0743,3.5181,4.8209,1.5377,1.7306,1.5526,0.4076,0.071,0.0914,0.0724,0.1177,0.0551,47.6
DUGKOI,89.89,198.33,2.34,6.89,10.89,38,29.6,19.1,656.71,-3.7068,-2.3311,1.93,2.14,1.9,0.3536,-0.2413,-0.5474,-0.2455,1.6388,3.0131,2.0789,2.7663,28.6998,7.2515,8.5224,7.4504,0.6671,0.4689,0.2468,3.1621,3.9973,1.2599,1.3741,1.3632,6.3774,12.4331,4.0923,4.1924,4.1484,9.836,1.9666,1.9779,1.9697,1.9659,1.9559,3.4712,4.6784,1.5673,1.6074,1.5037,0.3978,0.0684,0.0665,0.0983,0.0603,0.1043,3.1715,3.9919,1.3563,1.3421,1.2935,0.0821,0.0124,0.014,0.0173,0.0191,0.0193,45.5
DUHRAZ,83.96,184.76,3.92,6.47,8.78,36.1,30.2,21.7,638.53,-3.6227,-3.4869,2.07,1.89,1.87,0.476,-0.2478,-0.5084,-0.7531,2.0994,2.9421,2.0241,1.8331,28.7548,7.2909,8.413,8.5836,0.6865,0.3907,0.6377,3.1673,3.9989,1.3201,1.4219,1.2569,6.3631,12.4336,4.1226,4.1552,4.1557,9.7274,1.9489,1.8976,1.9687,1.9718,1.9403,3.5089,4.5828,1.4243,1.6274,1.531,0.4167,0.0735,0.078,0.1022,0.0541,0.1089,3.537,4.8005,1.6759,1.4516,1.673,0.4156,0.0898,0.0578,0.101,0.0761,0.0909,73.8
DUHTUW,94.77,238.73,2.72,5.63,6.5,46.3,31.8,13.6,468.92,-4.5483,-3.0221,2.66,2.42,1.94,0.5242,-0.2027,0.168,0.2507,2.8014,3.0242,2.5286,2.6031,28.9303,7.1543,7.1695,6.943,0.5661,0.1922,0.1455,3.1671,3.9529,1.2373,1.3821,1.3335,6.2385,12.4923,4.1754,4.1346,4.1823,9.745,1.9981,1.9928,1.9076,1.8736,1.9728,3.2162,3.4717,1.143,1.1664,1.1623,0.1441,0.0209,0.0222,0.0336,0.0439,0.0234,3.1695,3.4247,1.1995,0.9923,1.2328,0.1551,0.0392,0.0186,0.0408,0.0302,0.0263,16.8
DUJDUJ,84.61,192.83,3.54,8.01,11.21,33.1,24.9,19.7,801.41,-3.7858,-2.8711,2.04,1.96,1.95,0.4035,-0.2184,-0.6417,-0.0783,2.4368,2.9767,2.1233,3.2915,28.8784,7.2155,8.5417,7.104,0.5638,0.4484,0.5822,3.1687,3.9673,1.2618,1.3966,1.309,6.2756,12.5314,4.1738,4.1944,4.1632,9.7895,1.9047,1.9943,1.9421,1.9611,1.9874,3.5214,4.704,1.5275,1.5036,1.6729,0.4163,0.0844,0.0761,0.0904,0.0684,0.0971,3.1464,3.8366,1.2916,1.3481,1.1969,0.0953,0.0129,0.0205,0.0245,0.0168,0.0208,23.8
DUJKUP,62.78,156.08,2.07,5.64,9.35,24.4,15.9,10.5,521.34,-3.1684,-1.3056,2.1,2.08,1.86,0.3862,-0.2582,-0.5771,-0.5842,1.6796,2.9185,1.9446,1.9155,28.8572,7.325,8.5283,8.5292,0.6791,0.4391,0.4304,3.1601,4.0138,1.2472,1.3812,1.3855,6.4386,12.3612,4.1169,4.1371,4.1073,9.8141,1.9127,1.9721,1.965,1.9717,1.9926,3.5377,4.7131,1.559,1.6568,1.4974,0.3263,0.0531,0.0778,0.0715,0.0514,0.0726,3.5359,4.7056,1.5828,1.4882,1.6346,0.3427,0.0665,0.0577,0.0901,0.0469,0.0815,38.4
DUJSIL,82.66,224.85,2.27,8.81,8.68,38.2,27.8,18,643.78,-4.145,-3.4081,2.05,1.95,1.96,0.4467,-0.215,-0.0351,-0.6232,2.5287,2.9797,3.1205,2.1368,28.8609,7.1813,6.9851,8.5579,0.5418,0.5303,0.5334,3.1702,3.9633,1.3572,1.2302,1.376,6.2699,12.5144,4.1675,4.2054,4.1415,9.7691,1.971,1.978,1.9898,1.8904,1.94,3.1611,3.7554,1.1717,1.4502,1.1335,0.1186,0.0195,0.0262,0.0246,0.0215,0.0269,3.5042,4.6986,1.5641,1.519,1.6155,0.4204,0.0937,0.0733,0.0913,0.0717,0.0904,25.6
DUKCOE,81.71,222.53,2.31,7.81,13.9,38,28.4,17.9,769.11,-3.7345,-2.7575,1.98,2.11,1.89,0.3713,-0.2473,-0.6116,-0.1101,1.8694,2.9701,2.1151,3.0733,28.7655,7.2839,8.5582,7.1216,0.6855,0.4948,0.385,3.1612,4.0041,1.374,1.2031,1.4269,6.3759,12.4361,4.1364,4.1592,4.1405,9.8166,1.9524,1.9431,1.9834,1.9569,1.9809,3.5111,4.7049,1.5551,1.5116,1.6382,0.3956,0.0904,0.0669,0.0864,0.0628,0.0891,3.1722,3.8301,1.2634,1.4252,1.1415,0.1078,0.0183,0.0243,0.0237,0.0174,0.024,36.5
DUKXAL,63.11,162.51,2.13,7.6,10.76,26.5,20.1,15,664.75,-3.2354,-2.9462,2.03,2.12,1.86,0.4038,-0.2585,-0.5773,-0.5606,1.7501,2.9383,1.916,1.9581,28.8401,7.3295,8.5326,8.5301,0.6881,0.4766,0.3926,3.1612,4.0133,1.2817,1.3087,1.4229,6.4272,12.3686,4.079,4.1578,4.1319,9.8003,1.929,1.9652,1.9523,1.9729,1.981,3.5273,4.7107,1.5583,1.5048,1.6476,0.3394,0.0645,0.0626,0.0857,0.0434,0.0832,3.5378,4.7141,1.582,1.646,1.4861,0.3087,0.0391,0.069,0.0807,0.0401,0.0799,45.8
DULGAV,80.38,225.12,2.08,14.94,8.49,37,26.9,16.6,787.94,-4.058,-3.2028,2.08,2.02,1.9,0.375,-0.2521,-0.0483,-0.5995,1.8664,2.9798,3.1568,2.1138,28.7583,7.2798,7.0272,8.5237,0.6964,0.4546,0.413,3.169,4.0034,1.2605,1.3029,1.44,6.3835,12.4313,4.1231,4.1992,4.1089,9.8103,1.9248,1.9786,1.9634,1.9762,1.9671,3.1652,3.7688,1.2435,1.3759,1.1494,0.1143,0.0123,0.0298,0.0265,0.0202,0.0255,3.5155,4.6889,1.519,1.4911,1.6788,0.3951,0.089,0.0641,0.0941,0.0587,0.0892,35.9
